Mass [kg]        Velocity [m s-1]    Theta [rad]    CO2 [frac]    
7.3092047629e-10 1.2375940854e+04 1.3341673395e+00 8.7000000000e-01 
2.3500000000e-07 1.5101301194e+04 1.0994343002e+00 8.7000000000e-01 
2.3499999999e-07 1.3372788118e+04 1.1404494396e+00 8.7000000000e-01 
2.3500000000e-07 1.1760308734e+04 9.8189287487e-01 8.7000000000e-01 
2.3500000000e-07 1.5444908628e+04 2.1032778459e-01 8.7000000000e-01 
1.9968018206e-09 1.1987581577e+04 7.9309268481e-01 8.7000000000e-01 
1.2288393042e-07 1.2309650233e+04 6.4487282014e-01 8.7000000000e-01 
9.9523838088e-08 1.2547473486e+04 7.3623049475e-01 8.7000000000e-01 
1.5821246851e-10 2.0000000000e+04 1.0925714082e+00 8.7000000000e-01 
2.1874077289e-09 1.2966323790e+04 9.9890463165e-01 8.7000000000e-01 
8.9709529542e-08 1.4381697094e+04 6.9760725511e-01 8.7000000000e-01 
2.3500000000e-07 1.4178758364e+04 5.7329854186e-01 8.7000000000e-01 
7.7241886695e-10 1.1963694178e+04 9.3439883250e-01 8.7000000000e-01 
1.8403453554e-09 1.1512829471e+04 9.5785135012e-01 8.7000000000e-01 
2.3500000000e-07 1.4450593573e+04 4.6548003177e-01 8.7000000000e-01 
5.3615454011e-10 1.1409674776e+04 4.0918350705e-01 8.7000000000e-01 
3.0428661593e-10 1.7125611944e+04 8.6331691625e-01 8.7000000000e-01 
2.5113322413e-09 1.4912047371e+04 5.8729549881e-01 8.7000000000e-01 
2.3499999999e-07 1.1425493721e+04 6.1033092564e-01 8.7000000000e-01 
2.3499999999e-07 1.3489204094e+04 2.0622655809e-01 8.7000000000e-01 
2.5345236335e-10 1.1937107329e+04 4.1215547314e-01 8.7000000000e-01 
6.8546243819e-11 1.3993365651e+04 5.8769235541e-01 8.7000000000e-01 
2.3499999999e-07 1.7165740360e+04 6.0739514115e-01 8.7000000000e-01 
2.0745191092e-09 1.2504054069e+04 1.4018464914e+00 8.7000000000e-01 
1.7311807363e-07 1.1964221674e+04 1.3454137793e+00 8.7000000000e-01 
1.8700546249e-07 1.6353273643e+04 7.2485577653e-01 8.7000000000e-01 
2.3500000000e-07 1.1308550337e+04 9.1699489806e-01 8.7000000000e-01 
1.0281760516e-10 1.8002836251e+04 4.4422648889e-01 8.7000000000e-01 
1.6136355938e-09 1.2602056504e+04 7.1601745717e-01 8.7000000000e-01 
4.4718856097e-11 1.1206995647e+04 4.1323277540e-01 8.7000000000e-01 
5.9336886019e-13 1.2007929921e+04 3.5833747825e-01 8.7000000000e-01 
9.9503029221e-10 1.2182964124e+04 1.3025384686e-01 8.7000000000e-01 
8.3271736672e-08 1.1350898557e+04 6.9737127003e-01 8.7000000000e-01 
3.9156819650e-08 1.7240787176e+04 1.1462730495e+00 8.7000000000e-01 
2.3500000000e-07 1.1379996618e+04 7.2576849619e-01 8.7000000000e-01 
7.0771755483e-10 1.1426723840e+04 1.3038615018e+00 8.7000000000e-01 
5.3741511296e-09 1.7347549123e+04 1.0761112287e+00 8.7000000000e-01 
6.7173409319e-11 1.2004931501e+04 1.0033640806e+00 8.7000000000e-01 
