,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.9,0.0,1.5e-05,1e-06
1,1,282.05,0.8883,1.6061629413091818,0.9,9.125e-14,2.475e-06,6.31e-07
2,2,274.1,0.7877000000000001,1.465573912398285,0.9,3.097e-13,2.4595e-06,2.425e-07
3,3,266.2,0.6960500000000001,1.3334853039972199,0.9,7.525500000000001e-13,2.4454999999999997e-06,3.2685000000000004e-08
4,4,258.3,0.6127,1.2097045402364932,0.9,4.7495e-13,2.459e-06,1.6645999999999999e-10
5,5,250.35000000000002,0.53725,1.094421622578356,0.9,5.6835e-13,2.4865e-06,5.247e-12
6,6,242.4,0.4691,0.9869352343023428,0.9,1.1393e-12,2.5185e-06,6.2215000000000005e-12
7,7,234.5,0.40775,0.8867617649128899,0.9,1.925e-12,2.5545e-06,1.02345e-11
8,8,226.6,0.35275,0.7938947926878329,0.9,3.0325000000000003e-12,2.5935e-06,2.926e-11
9,9,218.64999999999998,0.3036,0.7081220566007749,0.9,4.5385e-12,2.6365e-06,1.4196e-10
10,10,210.7,0.2599,0.6290679810359299,0.9,6.3315e-12,2.6849999999999997e-06,7.79e-10
11,11,202.8,0.2211,0.5560023537191021,0.9,8.4165e-12,2.745e-06,5.312999999999999e-09
12,12,194.9,0.187,0.48931171663784256,0.9,1.0459999999999999e-11,2.8485e-06,3.4435e-08
13,13,186.95,0.157,0.42828223045605657,0.9,1.23e-11,3.0345000000000003e-06,1.11165e-07
14,14,180.5,0.1309,0.36984381046915454,0.9,1.4595e-11,3.314e-06,2.3865e-07
15,15,180.0,0.10880000000000001,0.3082565864801967,0.9,1.777e-11,3.7015e-06,4.2165e-07
16,16,180.0,0.090395,0.2561108395877398,0.9,2.216e-11,4.2175e-06,6.695e-07
17,17,180.0,0.07511999999999999,0.21283313195858897,0.9,2.8270000000000003e-11,4.883e-06,9.9275e-07
18,18,180.0,0.06243,0.17687934700697125,0.9,3.662e-11,5.7235e-06,1.4035e-06
19,19,180.0,0.051885,0.14700285893031284,0.9,4.7929999999999996e-11,6.7715e-06,1.918e-06
20,20,180.0,0.043125,0.12218370119859291,0.9,6.341500000000001e-11,8.0655e-06,2.5545e-06
21,21,180.0,0.035845,0.10155773586605907,0.9,8.549000000000001e-11,9.652e-06,3.338e-06
22,22,180.0,0.029795000000000002,0.08441665293518684,0.9,1.1865e-10,1.1589999999999999e-05,4.2945e-06
23,23,180.0,0.02477,0.07017963861249271,0.9,1.7065e-10,1.3945e-05,5.46e-06
24,24,180.0,0.02059,0.05833670981592486,0.9,2.5385e-10,1.6805e-05,6.875e-06
25,25,180.0,0.01712,0.04850354914014876,0.8999,3.871e-10,2.026e-05,8.5895e-06
26,26,180.0,0.014235000000000001,0.040329970848436654,0.8999,5.9815e-10,2.444e-05,1.066e-05
27,27,180.0,0.011835,0.033530460649856986,0.8999,9.2635e-10,2.9485e-05,1.3165e-05
28,28,180.0,0.009845,0.027892533900599426,0.8999,1.425e-09,3.557e-05,1.619e-05
29,29,180.0,0.008185999999999999,0.023192372751138668,0.8999,2.1665e-09,4.2895e-05,1.9829999999999998e-05
30,30,180.0,0.006807499999999999,0.01928690453984138,0.8999,3.246e-09,5.1715e-05,2.4220000000000002e-05
31,31,180.0,0.0056615,0.01603953347931889,0.8998,4.7905e-09,6.232e-05,2.9495e-05
32,32,180.0,0.004709,0.013341080019688844,0.8998,6.9695e-09,7.5065e-05,3.5835e-05
33,33,180.0,0.003917,0.011097117160229498,0.89975,1.0010499999999999e-08,9.036e-05,4.345e-05
34,34,180.0,0.0032585,0.009231433043774794,0.8997,1.423e-08,0.0001087,5.2585e-05
35,35,180.0,0.0027105000000000002,0.007678850325149928,0.8996500000000001,2.0049999999999998e-08,0.00013069999999999998,6.353e-05
36,36,180.0,0.002255,0.006388360836012644,0.8996,2.806e-08,0.00015700000000000002,7.664e-05
37,37,180.0,0.001876,0.0053145252301847815,0.8995,3.906e-08,0.00018845,9.2315e-05
38,38,180.0,0.0015609999999999999,0.004422056374645813,0.8994,5.414e-08,0.000226,0.000111
39,39,180.0,0.001299,0.0036797073213385412,0.89925,7.4795e-08,0.00027079999999999997,0.0001334
40,40,180.0,0.0010804999999999999,0.0030607033485907007,0.89915,1.03075e-07,0.00032419999999999997,0.00016005000000000001
41,41,180.0,0.0008995,0.0025478580148137146,0.89895,1.417e-07,0.00038774999999999997,0.0001917
42,42,180.0,0.00074855,0.0021201882375371985,0.89875,1.9435e-07,0.00046325,0.00022935000000000002
43,43,180.0,0.00062305,0.0017646157561041998,0.8985,2.6605e-07,0.00055285,0.00027400000000000005
44,44,180.0,0.00051855,0.001468540933380587,0.8982,3.634e-07,0.0006590000000000001,0.00032695
45,45,180.0,0.00043165,0.0012223119931777757,0.8978,4.9525e-07,0.00078455,0.0003895
46,46,180.0,0.0003593,0.0010173401477332345,0.8974,6.735e-07,0.0009328,0.00046345
47,47,180.0,0.0002991,0.0008467666307293724,0.89685,9.140000000000001e-07,0.0011075,0.0005506
48,48,180.0,0.000249,0.0007048259026649828,0.89625,1.2385e-06,0.0013135,0.00065315
49,49,180.0,0.0002073,0.0005866980283958784,0.8956,1.675e-06,0.0015555,0.00077355
50,50,180.0,0.0001726,0.000488376482334349,0.8947,2.2625e-06,0.001839,0.00091485
51,51,180.0,0.00014375,0.0004066417444187181,0.8936999999999999,3.0530000000000002e-06,0.0021715,0.0010804999999999999
52,52,180.0,0.00011970000000000001,0.00033849801042025506,0.89245,4.117e-06,0.0025595,0.001273
53,53,180.0,9.966e-05,0.0002817206066042419,0.891,5.5475e-06,0.003013,0.0014985
54,54,180.0,8.3015e-05,0.00023456372949052335,0.8893,7.469000000000001e-06,0.003541,0.0017605
55,55,180.0,6.914e-05,0.00019525244439085078,0.8872500000000001,1.00405e-05,0.004154,0.002065
56,56,180.0,5.759e-05,0.00016253060251877687,0.8848499999999999,1.345e-05,0.0048660000000000005,0.002418
57,57,180.0,4.797e-05,0.00013527909612484967,0.88205,1.7910000000000003e-05,0.00569,0.002826
58,58,180.0,3.9955000000000006e-05,0.0001125730873903256,0.8787,2.3655e-05,0.006642,0.0032965
59,59,180.0,3.329e-05,9.369223229678188e-05,0.87475,3.1015e-05,0.007739,0.0038380000000000003
60,60,180.0,2.7734999999999998e-05,7.795543072416007e-05,0.87005,4.074e-05,0.009002,0.0044605
61,61,180.0,2.3105e-05,6.484332602847272e-05,0.8646499999999999,5.4745e-05,0.010450000000000001,0.005173
62,62,180.0,1.925e-05,5.392576386082378e-05,0.85825,7.757e-05,0.012115,0.005985
63,63,180.0,1.6040000000000002e-05,4.483584033250475e-05,0.85075,0.0001187,0.014015,0.006904
64,64,180.0,1.3369999999999999e-05,3.7276806480100495e-05,0.84205,0.0001956,0.016185,0.007935000000000001
65,65,180.0,1.114e-05,3.096496410231738e-05,0.83195,0.00033620000000000004,0.018645000000000002,0.009075
66,66,180.0,9.2835e-06,2.571178871884773e-05,0.8203,0.00058135,0.021415,0.0103165
67,67,180.0,7.738e-06,2.1339784031406194e-05,0.8069,0.00098595,0.02453,0.011635
