Radius [m]       Fe Area [frac]    Max Temp [k]    
2.0698270218e-04 0.0000000000e+00 2.5919365367e+03 
4.7825581998e-05 0.0000000000e+00 2.5036910334e+03 
6.2931412248e-05 0.0000000000e+00 2.3062020213e+03 
5.1041550006e-05 0.0000000000e+00 2.0518912458e+03 
6.0096152175e-05 1.0000000000e+00 1.0305604322e+03 
5.4204364702e-05 0.0000000000e+00 2.4290627965e+03 
1.6251084733e-05 0.0000000000e+00 2.3357542993e+03 
3.7513284711e-05 0.0000000000e+00 1.9524214708e+03 
1.7817829008e-04 0.0000000000e+00 2.5595244665e+03 
8.9406304997e-05 0.0000000000e+00 2.5776229411e+03 
1.4109750972e-05 0.0000000000e+00 1.6484548761e+03 
4.9771663447e-05 0.0000000000e+00 2.1324437244e+03 
1.5677198033e-04 0.0000000000e+00 2.5731459625e+03 
1.0801663608e-04 0.0000000000e+00 2.5180866854e+03 
4.4485962239e-05 0.0000000000e+00 2.2901720823e+03 
1.2695193806e-04 0.0000000000e+00 2.5761303911e+03 
9.0264632943e-06 0.0000000000e+00 2.6960733286e+03 
2.1144544968e-04 0.0000000000e+00 2.5234416208e+03 
1.2634316459e-05 0.0000000000e+00 2.2812710090e+03 
3.7175419527e-05 0.0000000000e+00 2.0070428816e+03 
1.6126114739e-04 0.0000000000e+00 2.3339966412e+03 
4.3944023894e-05 0.0000000000e+00 1.6900503641e+03 
7.0015119267e-05 0.0000000000e+00 2.3080847630e+03 
4.8500893250e-05 0.0000000000e+00 2.1261713132e+03 
8.2872091144e-06 0.0000000000e+00 1.7924014929e+03 
4.4989650557e-05 0.0000000000e+00 1.4261503724e+03 
8.2183557016e-05 0.0000000000e+00 2.4947529908e+03 
3.2488319223e-04 0.0000000000e+00 2.3769725824e+03 
8.6278442412e-05 0.0000000000e+00 2.3954134010e+03 
3.0910366196e-05 0.0000000000e+00 2.4215017805e+03 
1.9193887947e-04 0.0000000000e+00 2.3737908568e+03 
1.6748622472e-05 0.0000000000e+00 2.6966242519e+03 
5.1120498365e-05 0.0000000000e+00 2.5740932509e+03 
1.9528334885e-05 0.0000000000e+00 2.3072761432e+03 
2.4442125946e-05 0.0000000000e+00 2.0290424064e+03 
8.8925787557e-05 0.0000000000e+00 2.5446859919e+03 
1.2360155329e-05 1.0000000000e+00 9.2604258360e+02 
1.8263953556e-05 0.0000000000e+00 1.5461457558e+03 
4.3347276721e-06 1.0000000000e+00 9.4639539473e+02 
9.0646637513e-05 0.0000000000e+00 2.1822606362e+03 
1.1515904214e-05 0.0000000000e+00 1.5658550740e+03 
9.9577913274e-06 0.0000000000e+00 1.5192578988e+03 
2.4194264263e-05 0.0000000000e+00 2.3899932141e+03 
3.1582429663e-05 0.0000000000e+00 1.8443053402e+03 
1.3338655512e-04 0.0000000000e+00 2.5260180751e+03 
1.2957041500e-04 0.0000000000e+00 2.3179458637e+03 
1.4344931643e-05 0.0000000000e+00 2.0422318713e+03 
1.2403409970e-05 1.0000000000e+00 3.0484720315e+02 
4.9087142185e-05 0.0000000000e+00 1.8878689910e+03 
5.5597413953e-06 1.0000000000e+00 9.9989622040e+02 
3.5284403232e-05 0.0000000000e+00 2.4125091169e+03 
2.3461029109e-04 0.0000000000e+00 2.5136168388e+03 
1.9129566786e-04 0.0000000000e+00 2.5826719212e+03 
3.3187202228e-05 0.0000000000e+00 2.4858149983e+03 
3.8239670019e-05 0.0000000000e+00 2.2635201503e+03 
3.8446251746e-05 0.0000000000e+00 1.8067911861e+03 
1.4719468025e-04 0.0000000000e+00 2.5872119949e+03 
9.9511042448e-05 0.0000000000e+00 2.5828182929e+03 
4.3835208155e-05 0.0000000000e+00 2.3812987495e+03 
2.3179562464e-04 0.0000000000e+00 1.4766188731e+03 
1.9030607197e-05 0.0000000000e+00 2.3751351973e+03 
2.4256997717e-05 0.0000000000e+00 2.3986549745e+03 
1.5023919988e-04 0.0000000000e+00 2.2621268547e+03 
2.0390390099e-04 8.0454547916e-01 1.5983184899e+03 
4.1395050966e-05 0.0000000000e+00 2.1039522300e+03 
2.5715473486e-05 0.0000000000e+00 2.3932425428e+03 
1.5726974065e-05 0.0000000000e+00 1.9756705650e+03 
8.8964676159e-06 0.0000000000e+00 2.4692105628e+03 
3.1812635388e-05 0.0000000000e+00 2.3919998959e+03 
1.0175620653e-05 0.0000000000e+00 2.4518167880e+03 
7.2826490212e-06 0.0000000000e+00 2.6052482153e+03 
3.2221122500e-05 0.0000000000e+00 2.0057712133e+03 
1.2054825014e-04 0.0000000000e+00 2.2823559507e+03 
3.2804662893e-05 0.0000000000e+00 1.5843104724e+03 
3.6324622849e-05 0.0000000000e+00 2.4396727610e+03 
6.2332101797e-05 0.0000000000e+00 2.3524912541e+03 
6.6841877780e-06 0.0000000000e+00 2.4720667183e+03 
4.5131216249e-06 1.0000000000e+00 1.1680143459e+03 
2.1918131072e-05 0.0000000000e+00 1.6549086461e+03 
9.2020602643e-05 0.0000000000e+00 2.3830243420e+03 
6.0755472936e-05 0.0000000000e+00 2.1258267289e+03 
1.1882428497e-05 0.0000000000e+00 1.4791292069e+03 
3.2794728844e-05 0.0000000000e+00 2.6161542886e+03 
6.1222726716e-05 0.0000000000e+00 2.4868366764e+03 
5.5191712566e-05 0.0000000000e+00 2.0492364662e+03 
6.9681295147e-06 0.0000000000e+00 2.4135381116e+03 
6.3152918901e-05 0.0000000000e+00 2.5983258416e+03 
6.9880489349e-06 0.0000000000e+00 1.4546460523e+03 
6.2333690611e-05 0.0000000000e+00 2.4731914570e+03 
4.3117052972e-05 0.0000000000e+00 2.0189753918e+03 
1.0493020975e-05 0.0000000000e+00 2.4514722577e+03 
5.0515398876e-05 0.0000000000e+00 2.5113743587e+03 
1.4404022187e-04 0.0000000000e+00 2.5651146932e+03 
6.4251781101e-05 0.0000000000e+00 2.4196355487e+03 
1.1254514158e-04 0.0000000000e+00 2.2312904188e+03 
1.0203407580e-04 0.0000000000e+00 2.4676476379e+03 
4.5464405827e-05 0.0000000000e+00 2.0879125574e+03 
4.0491426969e-05 0.0000000000e+00 2.4121049303e+03 
2.6034291503e-06 1.0000000000e+00 1.3408009647e+03 
2.0726093402e-05 0.0000000000e+00 2.4665728710e+03 
7.7174064291e-06 0.0000000000e+00 2.3500750098e+03 
3.4245560392e-05 0.0000000000e+00 1.9711497975e+03 
1.1656697169e-04 0.0000000000e+00 2.2092627649e+03 
2.4008459686e-05 0.0000000000e+00 2.3865440046e+03 
1.1360209501e-05 0.0000000000e+00 2.3457488770e+03 
9.8425971763e-05 0.0000000000e+00 2.4270982351e+03 
1.4540539710e-04 0.0000000000e+00 2.4596902811e+03 
4.7695662498e-05 0.0000000000e+00 2.2515725481e+03 
2.0251354123e-04 0.0000000000e+00 2.5535187218e+03 
8.5865367337e-05 0.0000000000e+00 2.3154352885e+03 
1.6373813368e-05 0.0000000000e+00 1.7239447594e+03 
1.9065438092e-05 0.0000000000e+00 2.3780506994e+03 
2.5338427343e-05 0.0000000000e+00 1.8710003437e+03 
7.4081740928e-06 0.0000000000e+00 1.4165102894e+03 
1.6988681375e-04 0.0000000000e+00 2.4977361172e+03 
1.3260496316e-04 0.0000000000e+00 2.5423745546e+03 
1.4557455911e-05 0.0000000000e+00 2.3324709666e+03 
