,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.5,0.0,1.5e-05,1e-06
1,1,282.95000000000005,0.89425,1.3684910147551252,0.5,2.0454999999999997e-13,2.7880000000000002e-06,5.676e-07
2,2,276.25,0.7935,1.2437617177386049,0.5,6.956e-13,2.7734999999999998e-06,1.5635e-07
3,3,269.54999999999995,0.7020500000000001,1.127771693356298,0.5,7.5965e-13,2.7734999999999998e-06,4.2628e-09
4,4,262.9,0.6192,1.019841879500586,0.5,1.8650000000000001e-13,2.8045e-06,1.1946499999999999e-11
5,5,256.2,0.54435,0.9200079547561437,0.5,4.392e-13,2.845e-06,1.8115000000000001e-12
6,6,249.5,0.47695,0.8277416030056491,0.5,8.1705e-13,2.891e-06,2.6305e-12
7,7,242.75,0.4164,0.7427522273942323,0.5,1.3679999999999998e-12,2.9425e-06,3.803e-12
8,8,236.10000000000002,0.36214999999999997,0.6641787600383837,0.5,2.1865e-12,3e-06,7.2475e-12
9,9,229.39999999999998,0.31375,0.5922196339535672,0.5,3.4405e-12,3.064e-06,1.79e-11
10,10,222.65,0.27065,0.5263538604914434,0.5,5.4415e-12,3.1345000000000002e-06,4.525e-11
11,11,220.0,0.2327,0.4580007435787263,0.5,8.3625e-12,3.214e-06,9.0395e-11
12,12,220.0,0.19995,0.3935421086543873,0.5,1.257e-11,3.3055e-06,1.5719999999999998e-10
13,13,220.0,0.1718,0.33813720566586586,0.5,1.8605e-11,3.41e-06,2.604e-10
14,14,220.0,0.14765,0.29060511305833325,0.5,2.7135e-11,3.53e-06,4.1810000000000003e-10
15,15,220.0,0.1269,0.2497649092772337,0.5,3.8815e-11,3.6680000000000003e-06,6.568e-10
16,16,220.0,0.10905,0.21463249303330487,0.5,5.423e-11,3.826e-06,1.0444e-09
17,17,220.0,0.093725,0.1844697883842185,0.5,7.288999999999999e-11,4.0065e-06,1.8205e-09
18,18,220.0,0.08055499999999999,0.15854856047381605,0.5,8.891e-11,4.2145e-06,3.8795e-09
19,19,220.0,0.06924,0.1362783488503673,0.5,8.5875e-11,4.4575e-06,1.04815e-08
20,20,220.0,0.05952,0.11714742176636436,0.5,6.587e-11,4.754999999999999e-06,3.26e-08
21,21,220.0,0.051165,0.1007030943763072,0.5,5.582e-11,5.1495e-06,9.69e-08
22,22,220.0,0.043980000000000005,0.08656156843751972,0.5,5.725e-11,5.6965000000000004e-06,2.3875e-07
23,23,220.0,0.037809999999999996,0.07441777221289185,0.5,6.5145e-11,6.4435e-06,4.86e-07
24,24,220.0,0.03251,0.0639863151978197,0.5,7.8765e-11,7.4305e-06,8.594e-07
25,25,220.0,0.027955,0.05502117089849796,0.5,9.9665e-11,8.6955e-06,1.378e-06
26,26,220.0,0.024035,0.04730583600053314,0.5,1.3095e-10,1.0280500000000001e-05,2.061e-06
27,27,220.0,0.020665000000000003,0.040673012580007585,0.5,1.771e-10,1.2235e-05,2.9315e-06
28,28,220.0,0.01777,0.03497508490811827,0.5,2.4475e-10,1.461e-05,4.015e-06
29,29,220.0,0.015285,0.03008411947928141,0.5,3.4260000000000004e-10,1.746e-05,5.3415e-06
30,30,220.0,0.013145,0.025872182863531105,0.5,4.826e-10,2.0870000000000002e-05,6.9475e-06
31,31,220.0,0.011305,0.022250211382052777,0.49995,6.8015e-10,2.492e-05,8.8745e-06
32,32,220.0,0.0097225,0.019135189311266964,0.4999,9.554999999999999e-10,2.9705e-05,1.1175e-05
33,33,220.0,0.008361500000000001,0.016456597888627016,0.4999,1.3344999999999999e-09,3.5344999999999994e-05,1.3899999999999999e-05
34,34,220.0,0.0071925,0.014155883467653348,0.4999,1.8519999999999998e-09,4.1975000000000004e-05,1.7125e-05
35,35,220.0,0.006187,0.012176954667697457,0.4999,2.5505000000000002e-09,4.976e-05,2.0920000000000003e-05
36,36,220.0,0.005322,0.010474545049749713,0.4999,3.4855e-09,5.887e-05,2.539e-05
37,37,220.0,0.0045785,0.0090112604443396,0.4999,4.7285e-09,6.9525e-05,3.0635e-05
38,38,220.0,0.003939,0.007752314295395554,0.4998,6.3675e-09,8.1975e-05,3.6775e-05
39,39,220.0,0.003389,0.006669906304139311,0.4998,8.516e-09,9.6495e-05,4.396e-05
40,40,220.0,0.0029154999999999997,0.005738051616999442,0.4998,1.1314999999999999e-08,0.00011344999999999999,5.2355e-05
41,41,220.0,0.002509,0.004937834662755976,0.4997,1.4935e-08,0.00013319999999999999,6.214999999999999e-05
42,42,220.0,0.002159,0.004249060661680414,0.4997,1.961e-08,0.00015614999999999997,7.356499999999999e-05
43,43,220.0,0.001858,0.003656633847777783,0.49965,2.5595e-08,0.0001829,8.685e-05
44,44,220.0,0.0015990000000000002,0.003146882683285532,0.4996,3.3249999999999997e-08,0.00021395000000000002,0.00010233
45,45,220.0,0.001376,0.0027079344993154683,0.4995,4.297e-08,0.00025005000000000003,0.0001203
46,46,220.0,0.0011845,0.0023310068481841037,0.4994,5.53e-08,0.00029195,0.0001412
47,47,220.0,0.001019,0.00200531386799171,0.49935,7.086499999999999e-08,0.00034055,0.0001654
48,48,220.0,0.0008773,0.0017263872139462477,0.4992,9.046999999999999e-08,0.00039685,0.00019355000000000002
49,49,220.0,0.00075515,0.0014859923932527184,0.4991,1.151e-07,0.00046215000000000004,0.00022615
50,50,220.0,0.00065005,0.001279133035408646,0.49895,1.459e-07,0.0005378,0.00026385
51,51,220.0,0.0005596500000000001,0.001101193693699056,0.49875,1.8445e-07,0.0006253000000000001,0.00030754999999999997
52,52,220.0,0.00048175,0.0009478722923513133,0.49855,2.326e-07,0.0007266,0.0003581
53,53,220.0,0.0004148,0.0008161139447639032,0.49835,2.9274999999999997e-07,0.00084365,0.00041655
54,54,220.0,0.00035715,0.0007026367368399053,0.49805,3.677e-07,0.0009788000000000002,0.0004841
55,55,220.0,0.0003075,0.0006049194050453233,0.49775,4.613e-07,0.0011350000000000002,0.00056215
56,56,220.0,0.00026480000000000004,0.0005208798392979903,0.4974,5.782e-07,0.0013154999999999998,0.0006521999999999999
57,57,220.0,0.000228,0.0004484533693533361,0.497,7.245e-07,0.001524,0.0007561499999999999
58,58,220.0,0.00019635,0.00038615622846745857,0.4965,9.0805e-07,0.0017645,0.000876
59,59,220.0,0.0001691,0.0003325238500839657,0.49595,1.1385e-06,0.0020410000000000003,0.00101405
60,60,220.0,0.00014565,0.0002863687793082916,0.49529999999999996,1.4305000000000001e-06,0.0023604999999999998,0.0011735
61,61,220.0,0.0001254,0.00024651781771205196,0.49460000000000004,1.8005e-06,0.0027275,0.001357
62,62,220.0,0.00010805,0.00021236498127646684,0.4937,2.2739999999999997e-06,0.003151,0.0015674999999999999
63,63,220.0,9.305000000000001e-05,0.00018284560742471085,0.49275,2.8835e-06,0.0036375,0.00181
64,64,220.0,8.015e-05,0.00015745516271486212,0.49160000000000004,3.675e-06,0.004196500000000001,0.0020885
65,65,220.0,6.9045e-05,0.00013559627270490465,0.49024999999999996,4.7094999999999995e-06,0.0048389999999999996,0.0024075
66,66,220.0,5.947999999999999e-05,0.00011677432482104664,0.4888,6.07e-06,0.005575,0.0027735
67,67,220.0,5.124e-05,0.00010055613162774289,0.48705,7.8685e-06,0.0064185,0.003192
68,68,220.0,4.415e-05,8.660395382459488e-05,0.4851,1.02495e-05,0.0073835,0.003671
69,69,220.0,3.8035e-05,7.456859418110744e-05,0.4828,1.341e-05,0.008486,0.004217
70,70,220.0,3.278e-05,6.422852180611018e-05,0.48025,1.758e-05,0.009744,0.0048395
71,71,220.0,2.824e-05,5.529488561445098e-05,0.4773,2.3015000000000002e-05,0.011175000000000001,0.005546499999999999
72,72,220.0,2.4335e-05,4.761046220510311e-05,0.4739,2.9945e-05,0.012805,0.0063495
73,73,220.0,2.097e-05,4.099049693167057e-05,0.4701,3.8605e-05,0.01465,0.007258499999999999
74,74,220.0,1.8075e-05,3.529514784170184e-05,0.46575,4.9529999999999995e-05,0.016735,0.0082855
75,75,220.0,1.558e-05,3.038841779994314e-05,0.4609,6.463e-05,0.0191,0.009441999999999999
76,76,220.0,1.343e-05,2.6159969025695977e-05,0.45535000000000003,8.978e-05,0.021755,0.01074
77,77,220.0,1.157e-05,2.250293849826142e-05,0.44915,0.00013989999999999999,0.02475,0.01218
78,78,220.0,9.977999999999998e-06,1.937334389074289e-05,0.44225000000000003,0.0002462,0.028095000000000002,0.013765
79,79,220.0,8.6e-06,1.6664387121394367e-05,0.43455,0.00046345,0.03182,0.015475
80,80,220.0,7.413499999999999e-06,1.4331521571987008e-05,0.42605000000000004,0.00087155,0.03594,0.017275
81,81,220.0,6.3915e-06,1.2320960537866033e-05,0.41664999999999996,0.001573,0.04048,0.019119999999999998
82,82,220.0,5.511e-06,1.058785222516238e-05,0.4064,0.0026899999999999997,0.045450000000000004,0.020955
83,83,220.0,4.7519999999999996e-06,9.09296348328121e-06,0.3953,0.0043625,0.050875000000000004,0.02272
84,84,220.0,4.0975e-06,7.802625417969689e-06,0.38325,0.0067465,0.056764999999999996,0.024345
85,85,220.0,3.5335e-06,6.689912641382552e-06,0.37034999999999996,0.010009500000000001,0.06315000000000001,0.025755
86,86,220.0,3.047e-06,5.729732006254511e-06,0.35665,0.014315,0.07004,0.026885
87,87,220.0,2.628e-06,4.9024496030791445e-06,0.34209999999999996,0.019845,0.07744999999999999,0.02767
88,88,220.0,2.267e-06,4.189911966671769e-06,0.3268,0.026750000000000003,0.08539,0.02805
89,89,220.0,1.9555e-06,3.5760414569072983e-06,0.31095,0.03518,0.09385,0.027985000000000003
90,90,220.0,1.687e-06,3.0480644575414965e-06,0.2945,0.045235,0.1028,0.027455
91,91,220.0,1.4555e-06,2.594580659675903e-06,0.27764999999999995,0.056975,0.11224999999999999,0.026455
92,92,220.0,1.256e-06,2.206069910556126e-06,0.26065000000000005,0.070385,0.1221,0.02502
93,93,220.0,1.0840000000000001e-06,1.8737883613619967e-06,0.2437,0.08539,0.13225,0.02321
94,94,220.0,9.352500000000001e-07,1.5894944663437362e-06,0.22699999999999998,0.101825,0.1426,0.02112
95,95,220.0,8.072e-07,1.3478900168390664e-06,0.21075,0.11945,0.15289999999999998,0.018875
96,96,220.0,6.967499999999999e-07,1.1428592456316835e-06,0.19535,0.13795000000000002,0.1631,0.016615
97,97,220.0,6.015000000000001e-07,9.69313823342883e-07,0.18095,0.157,0.17295,0.014509999999999999
98,98,220.0,5.192499999999999e-07,8.225661737048131e-07,0.16765000000000002,0.17625000000000002,0.1823,0.012745
99,99,220.0,4.4835e-07,6.990404701817308e-07,0.1558,0.19519999999999998,0.191,0.011484999999999999
