,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.45,0.0,1.5e-05,1e-06
1,1,282.05,0.8949,1.3433250211115377,0.45,3.2505e-13,9.589e-05,1.43804e-07
2,2,274.1,0.79355,1.2257387156693695,0.45,4.9685000000000005e-14,9.585e-05,2.238465e-11
3,3,266.2,0.7012,1.115235279733417,0.45,3.5115000000000004e-15,9.586499999999999e-05,1.376e-13
4,4,258.3,0.6172500000000001,1.0117409672673516,0.45,1.0948499999999999e-14,9.59e-05,3.2555e-13
5,5,250.35000000000002,0.54125,0.9153410868282472,0.45,3.629e-14,9.594e-05,6.335000000000001e-13
6,6,242.4,0.4726,0.825455651170825,0.45,1.0163e-13,9.598e-05,9.7635e-13
7,7,234.5,0.4108,0.7416862558241778,0.45,2.5895e-13,9.603e-05,1.055e-12
8,8,226.6,0.3554,0.6640337622123809,0.45,5.862000000000001e-13,9.6085e-05,1.138e-12
9,9,218.64999999999998,0.30585,0.5922316953477315,0.45,1.163e-12,9.614500000000001e-05,1.6775e-12
10,10,210.7,0.26180000000000003,0.5260629910575498,0.45,2.0925000000000002e-12,9.621e-05,3.6195e-12
11,11,202.8,0.22275,0.46503153588878826,0.45,3.594e-12,9.627999999999999e-05,9.961e-12
12,12,194.9,0.18835,0.4091536489970315,0.45,6.1889999999999996e-12,9.636e-05,3.4975e-11
13,13,186.95,0.15815,0.35815941343308644,0.45,1.1065e-11,9.6455e-05,1.33965e-10
14,14,180.5,0.13190000000000002,0.3093856973645227,0.45,1.9295e-11,9.6555e-05,3.9555000000000005e-10
15,15,180.0,0.1096,0.2577927460234962,0.45,3.0555e-11,9.6675e-05,8.072000000000001e-10
16,16,180.0,0.09106500000000001,0.21419613531644227,0.45,4.6165e-11,9.682000000000001e-05,1.4715000000000001e-09
17,17,180.0,0.07568,0.17800871396336315,0.45,6.803e-11,9.698500000000001e-05,2.5875e-09
18,18,180.0,0.062895,0.14793681400011915,0.45,9.887e-11,9.719500000000001e-05,4.4464999999999995e-09
19,19,180.0,0.052275,0.1229572616737069,0.45,1.431e-10,9.743499999999999e-05,7.465999999999999e-09
20,20,180.0,0.043445,0.1021880106419959,0.45,2.0770000000000002e-10,9.773e-05,1.2204999999999999e-08
21,21,180.0,0.03611,0.08493518445161709,0.45,3.0250000000000004e-10,9.8075e-05,1.946e-08
22,22,180.0,0.030015,0.07059899160843303,0.45,4.38e-10,9.849500000000001e-05,3.0585000000000006e-08
23,23,180.0,0.024955,0.05869724684858577,0.45,6.135e-10,9.8995e-05,4.849e-08
24,24,180.0,0.020745,0.048794807483998955,0.45,7.9315e-10,9.9605e-05,8.007500000000001e-08
25,25,180.0,0.017245,0.04056237654386706,0.45,9.1625e-10,0.00010035,1.4069999999999998e-07
26,26,180.0,0.014339999999999999,0.033729460262950095,0.45,9.804e-10,0.0001013,2.591e-07
27,27,180.0,0.011925,0.028049086035063897,0.45,1.0425e-09,0.0001026,4.782e-07
28,28,180.0,0.0099145,0.023320147421251065,0.45,1.1455e-09,0.0001043,8.5205e-07
29,29,180.0,0.008246,0.019395636603680034,0.45,1.3115e-09,0.0001065,1.444e-06
30,30,180.0,0.0068579999999999995,0.016130164505344127,0.4499,1.5609999999999999e-09,0.0001094,2.3275e-06
31,31,180.0,0.0057035,0.013414770858240617,0.4499,1.9219999999999998e-09,0.0001132,3.5865e-06
32,32,180.0,0.004744,0.011158021085979556,0.4499,2.434e-09,0.00011805,5.3205e-06
33,33,180.0,0.0039465,0.009282298339602873,0.4499,3.154e-09,0.00012425,7.646499999999999e-06
34,34,180.0,0.0032825,0.007720569853669767,0.4499,4.1619999999999995e-09,0.000132,1.0702e-05
35,35,180.0,0.0027305000000000003,0.0064221210701426445,0.44984999999999997,5.5735e-09,0.0001417,1.4645e-05
36,36,180.0,0.0022715,0.005342458554995364,0.4498,7.547999999999999e-09,0.0001537,1.967e-05
37,37,180.0,0.00189,0.004445214554497714,0.4498,1.0310000000000001e-08,0.0001685,2.601e-05
38,38,180.0,0.0015725000000000001,0.003698324067952166,0.4497,1.4175e-08,0.00018675,3.3935000000000006e-05
39,39,180.0,0.0013085,0.0030774564463844026,0.4497,1.9570000000000003e-08,0.00020899999999999998,4.376e-05
40,40,180.0,0.0010890000000000001,0.002561126936472877,0.4496,2.7075e-08,0.00023605000000000002,5.5864999999999995e-05
41,41,180.0,0.00090615,0.0021310293525045594,0.4495,3.749e-08,0.00026895,7.07e-05
42,42,180.0,0.0007541,0.0017733957888380713,0.4494,5.188e-08,0.00030869999999999997,8.8785e-05
43,43,180.0,0.00062765,0.0014759556201941798,0.44925,7.17e-08,0.00035665,0.00011070000000000001
44,44,180.0,0.00052245,0.0012285454695172156,0.44915,9.889000000000001e-08,0.0004143,0.00013725
45,45,180.0,0.00043484999999999997,0.0010224900610511704,0.44895,1.361e-07,0.0004835,0.0001692
46,46,180.0,0.000362,0.0008511455541582604,0.44875,1.8695000000000002e-07,0.0005663,0.00020755
47,47,180.0,0.0003013,0.0007083587265872344,0.44845,2.562e-07,0.00066515,0.0002534
48,48,180.0,0.00025089999999999997,0.0005898167466224707,0.44815,3.5049999999999997e-07,0.0007828500000000001,0.00030805000000000003
49,49,180.0,0.00020885,0.0004909163113558991,0.4478,4.785e-07,0.00092275,0.0003731
50,50,180.0,0.0001739,0.00040869963046775314,0.44730000000000003,6.5235e-07,0.0010890000000000001,0.00045025
51,51,180.0,0.0001448,0.000340251899013915,0.44675,8.8835e-07,0.0012850000000000001,0.00054145
52,52,180.0,0.0001206,0.0002833369357666587,0.44615,1.209e-06,0.0015165,0.0006490000000000001
53,53,180.0,0.00010041499999999999,0.00023586102236157282,0.4454,1.6455e-06,0.001789,0.0007754999999999999
54,54,180.0,8.363e-05,0.00019638586321930882,0.44455,2.2399999999999997e-06,0.0021089999999999998,0.0009239000000000001
55,55,180.0,6.965000000000001e-05,0.00016350093790157836,0.44345,3.0534999999999996e-06,0.002484,0.0010975
56,56,180.0,5.8009999999999995e-05,0.00013612082240504773,0.44215000000000004,4.1665e-06,0.002922,0.0012994999999999999
57,57,180.0,4.8324999999999996e-05,0.0001133442180163947,0.4407,5.6895e-06,0.0034325,0.0015345
58,58,180.0,4.0255e-05,9.436436386647823e-05,0.43895,7.773e-06,0.0040255,0.0018059999999999999
59,59,180.0,3.353e-05,7.854700817341165e-05,0.43685,1.06285e-05,0.004712,0.00212
60,60,180.0,2.7935e-05,6.539004916295139e-05,0.43445,1.453e-05,0.0055055,0.0024815
61,61,180.0,2.328e-05,5.444193877700265e-05,0.43155,1.979e-05,0.0064185,0.0028945
62,62,180.0,1.9395e-05,4.530659301726004e-05,0.4282,2.6565e-05,0.007466,0.0033664999999999997
63,63,180.0,1.616e-05,3.769982593259028e-05,0.42425,3.458e-05,0.008663,0.0039024999999999997
64,64,180.0,1.3465e-05,3.136520998000695e-05,0.41974999999999996,4.284e-05,0.0100255,0.0045085
65,65,180.0,1.1220000000000001e-05,2.6089092298933528e-05,0.4145,4.97e-05,0.01157,0.0051920000000000004
66,66,180.0,9.352499999999999e-06,2.170157919693689e-05,0.40845,5.34e-05,0.013309999999999999,0.005961
67,67,180.0,7.794999999999999e-06,1.804365477473071e-05,0.40145,5.338e-05,0.015285,0.0068275
68,68,180.0,6.4975e-06,1.4998639370185503e-05,0.3935,5.209e-05,0.01753,0.007808
69,69,180.0,5.4155e-06,1.2461223363424478e-05,0.38439999999999996,5.988e-05,0.02012,0.008927500000000001
70,70,180.0,4.5145e-06,1.0349882988126452e-05,0.374,0.000123035,0.02314,0.010203
71,71,180.0,3.7634999999999996e-06,8.59068804522492e-06,0.36219999999999997,0.00040879999999999996,0.026625000000000003,0.011555
72,72,180.0,3.1375e-06,7.1243976811201985e-06,0.34915,0.00121965,0.03054,0.012815
73,73,180.0,2.616e-06,5.902049247053163e-06,0.33475,0.0028539999999999998,0.03486,0.013805
74,74,180.0,2.181e-06,4.882395822307754e-06,0.31915,0.00553,0.03955,0.01441
75,75,180.0,1.8185e-06,4.0335635559832145e-06,0.3025,0.009375999999999999,0.04462,0.014575000000000001
76,76,180.0,1.5165e-06,3.328051323069521e-06,0.28485,0.01443,0.050019999999999995,0.0143
77,77,180.0,1.2645e-06,2.742004354101515e-06,0.26644999999999996,0.02066,0.055715,0.013625
78,78,180.0,1.055e-06,2.2579602745035153e-06,0.24755,0.027965,0.061615,0.012625
79,79,180.0,8.798499999999999e-07,1.8570754285943387e-06,0.22855,0.036180000000000004,0.06756000000000001,0.011375
80,80,180.0,7.3385e-07,1.526682215459867e-06,0.20965,0.045090000000000005,0.07339,0.0099965
81,81,180.0,6.122e-07,1.2551461426242217e-06,0.1913,0.054465,0.078935,0.0085865
82,82,180.0,5.107e-07,1.0320583184187316e-06,0.17375000000000002,0.064085,0.084035,0.007242
83,83,180.0,4.2610000000000004e-07,8.491995444096973e-07,0.15735,0.073795,0.08859500000000001,0.006030000000000001
84,84,180.0,3.5550000000000003e-07,6.991533257156604e-07,0.14215,0.08352499999999999,0.092555,0.0049875
85,85,180.0,2.967e-07,5.762314009301581e-07,0.12825,0.093285,0.09592999999999999,0.0041205
86,86,180.0,2.476e-07,4.751925328629087e-07,0.11560000000000001,0.10314999999999999,0.09875,0.0034165000000000003
