,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.2,0.0,1.5e-05,1e-06
1,1,282.05,0.89855,1.1955308289294464,0.2,2.9175e-13,9.559999999999999e-05,1.377465e-07
2,2,274.1,0.7968,1.0908998040235809,0.2,4.8268500000000004e-14,9.5565e-05,2.187395e-11
3,3,266.2,0.7041,0.9925922204127259,0.2,3.9595e-15,9.559e-05,6.169e-14
4,4,258.3,0.61975,0.9004025227029561,0.2,1.1369e-14,9.562000000000001e-05,1.246e-13
5,5,250.35000000000002,0.54345,0.8146228188884691,0.2,3.414e-14,9.565999999999999e-05,2.2365e-13
6,6,242.4,0.47455,0.734672757629617,0.2,9.3365e-14,9.570999999999999e-05,3.4494999999999996e-13
7,7,234.5,0.41245,0.6600442237079569,0.2,2.4175e-13,9.575999999999999e-05,4.053e-13
8,8,226.6,0.35685,0.5909767146985233,0.2,5.761e-13,9.581499999999999e-05,5.6465e-13
9,9,218.64999999999998,0.3071,0.5270780233929108,0.2,1.216e-12,9.5875e-05,1.2146e-12
10,10,210.7,0.2629,0.4682422784231562,0.2,2.3134999999999998e-12,9.595e-05,3.3545e-12
11,11,202.8,0.2237,0.41394496771342026,0.2,4.1715e-12,9.601999999999999e-05,1.03225e-11
12,12,194.9,0.1891,0.36410300528574807,0.2,7.4955e-12,9.611e-05,3.7215e-11
13,13,186.95,0.1588,0.31876424558577005,0.2,1.3745e-11,9.6205e-05,1.46305e-10
14,14,180.5,0.13240000000000002,0.2752677626073094,0.2,2.3869999999999997e-11,9.6315e-05,4.4854999999999997e-10
15,15,180.0,0.10999999999999999,0.22933205058356387,0.2,3.7565e-11,9.644499999999999e-05,9.7805e-10
16,16,180.0,0.09144,0.19063747933342468,0.2,5.726e-11,9.659499999999999e-05,1.9765e-09
17,17,180.0,0.075985,0.15841632648976295,0.2,8.5845e-11,9.678e-05,3.8095e-09
18,18,180.0,0.06315,0.13165744619216024,0.2,1.2755000000000001e-10,9.699e-05,6.8545e-09
19,19,180.0,0.052485000000000004,0.10942266184901517,0.2,1.893e-10,9.725e-05,1.1445000000000001e-08
20,20,180.0,0.043625,0.09095100799179003,0.2,2.823e-10,9.756e-05,1.787e-08
21,21,180.0,0.03626,0.07559618517367384,0.2,4.237e-10,9.792500000000001e-05,2.6325e-08
22,22,180.0,0.03014,0.06283698416915273,0.2,6.395499999999999e-10,9.8355e-05,3.7035e-08
23,23,180.0,0.025055,0.05223558923838613,0.2,9.6555e-10,9.8855e-05,5.034e-08
24,24,180.0,0.02083,0.04342715395690361,0.2,1.4415e-09,9.9435e-05,6.7145e-08
25,25,180.0,0.017320000000000002,0.036109377046330354,0.2,2.0835e-09,0.000100115,8.986499999999999e-08
26,26,180.0,0.0144,0.03002165403268511,0.2,2.811e-09,0.0001009,1.246e-07
27,27,180.0,0.011975,0.024965925641077375,0.2,3.397e-09,0.00010185000000000001,1.85e-07
28,28,180.0,0.009958999999999999,0.02076289621922827,0.2,3.658e-09,0.00010305000000000001,2.9790000000000004e-07
29,29,180.0,0.00828,0.017262457822526774,0.2,3.7244999999999997e-09,0.00010455,5.063999999999999e-07
30,30,180.0,0.006886,0.014356199105184392,0.2,3.842e-09,0.00010645,8.675500000000001e-07
31,31,180.0,0.0057269999999999995,0.0119398781772959,0.2,4.1345e-09,0.00010899999999999999,1.4469999999999999e-06
32,32,180.0,0.0047635,0.009931143812059756,0.2,4.653499999999999e-09,0.00011219999999999999,2.32e-06
33,33,180.0,0.0039625,0.008260984319867175,0.19995000000000002,5.4495e-09,0.00011635,3.571e-06
34,34,180.0,0.0032960000000000003,0.006871307090921258,0.1999,6.595499999999999e-09,0.00012165,5.2975e-06
35,35,180.0,0.0027419999999999996,0.005716374031555857,0.1999,8.195e-09,0.00012825,7.6145e-06
36,36,180.0,0.002281,0.004755320877187107,0.1999,1.03925e-08,0.0001366,1.0657e-05
37,37,180.0,0.001898,0.003956876535519846,0.1999,1.3400000000000001e-08,0.00014685000000000002,1.4585e-05
38,38,180.0,0.0015795000000000002,0.0032928969956913224,0.1999,1.7495e-08,0.00015955,1.958e-05
39,39,180.0,0.001314,0.0027392672465232624,0.1998,2.306e-08,0.0001751,2.586e-05
40,40,180.0,0.0010935,0.002279613954641515,0.1998,3.0605e-08,0.00019415,3.3675000000000005e-05
41,41,180.0,0.00090985,0.0018967298610028925,0.19974999999999998,4.0824999999999997e-08,0.00021725,4.333e-05
42,42,180.0,0.00075725,0.001578589082706242,0.1997,5.465e-08,0.00024525,5.516e-05
43,43,180.0,0.0006302,0.0013136883799581874,0.1996,7.330500000000001e-08,0.00027905,6.958e-05
44,44,180.0,0.0005245499999999999,0.0010934463715141511,0.19955,9.844e-08,0.0003197,8.704e-05
45,45,180.0,0.0004366,0.0009100838489161334,0.19945000000000002,1.3215e-07,0.0003684,0.00010805
46,46,180.0,0.00036345,0.0007575849866121161,0.19935,1.774e-07,0.00042665,0.0001334
47,47,180.0,0.00030255,0.0006306143533821225,0.1992,2.381e-07,0.0004961,0.00016355
48,48,180.0,0.0002519,0.0005250219364500296,0.19905,3.1965e-07,0.0005786999999999999,0.0001995
49,49,180.0,0.0002097,0.0004370409815996151,0.19885,4.296e-07,0.0006767,0.00024219999999999998
50,50,180.0,0.00017460000000000002,0.00036386036411491463,0.1986,5.7865e-07,0.00079265,0.0002927
51,51,180.0,0.00014535,0.00030287622406743447,0.19829999999999998,7.8215e-07,0.0009295,0.0003522
52,52,180.0,0.00012104999999999999,0.0002522197973164301,0.198,1.0616e-06,0.0010904999999999999,0.00042205
53,53,180.0,0.00010081,0.00021002219818750975,0.1976,1.449e-06,0.0012794999999999998,0.00050375
54,54,180.0,8.397e-05,0.0001749108056961751,0.1971,1.99e-06,0.0015005,0.00059895
55,55,180.0,6.9935e-05,0.00014565103413100326,0.19655,2.7555e-06,0.0017585,0.0007094
56,56,180.0,5.825e-05,0.00012129047264343276,0.19590000000000002,3.8535000000000005e-06,0.0020575000000000003,0.0008369499999999999
57,57,180.0,4.8525e-05,0.00010101953346838663,0.19519999999999998,5.443e-06,0.0024035000000000003,0.00098365
58,58,180.0,4.0415e-05,8.410939979048726e-05,0.19425,7.73e-06,0.0028025000000000003,0.0011505
59,59,180.0,3.3675e-05,7.005825077251222e-05,0.19319999999999998,1.0912e-05,0.003258,0.00134
60,60,180.0,2.8049999999999997e-05,5.8332565237150186e-05,0.192,1.5055e-05,0.0037765,0.0015530000000000001
61,61,180.0,2.3375e-05,4.85872628792131e-05,0.1906,1.992e-05,0.0043625,0.0017905
62,62,180.0,1.9475e-05,4.045726435339989e-05,0.18895,2.4905e-05,0.005020999999999999,0.002054
63,63,180.0,1.623e-05,3.369404338441183e-05,0.1871,2.9109999999999997e-05,0.005758,0.0023445000000000002
64,64,180.0,1.3525e-05,2.805582700695614e-05,0.1849,3.1685e-05,0.006583,0.002666
65,65,180.0,1.127e-05,2.335716874345815e-05,0.18245,3.221e-05,0.007508000000000001,0.0030215
66,66,180.0,9.390500000000001e-06,1.9440734631297282e-05,0.17955,3.0985e-05,0.008553,0.0034175
67,67,180.0,7.827e-06,1.6184221049069843e-05,0.1763,2.8915e-05,0.009749,0.0038665
68,68,180.0,6.5234999999999995e-06,1.3469747882337022e-05,0.1725,2.7125000000000002e-05,0.01115,0.0043915
69,69,180.0,5.4379999999999994e-06,1.1210256896137705e-05,0.1681,2.732e-05,0.012845,0.005031
70,70,180.0,4.5330000000000005e-06,9.327182274777483e-06,0.1629,4.0625e-05,0.01495,0.005836
71,71,180.0,3.7789999999999997e-06,7.758639218799614e-06,0.1568,0.000155465,0.017585,0.006813
72,72,180.0,3.1505e-06,6.450191202042069e-06,0.1499,0.0006772,0.0207,0.007775000000000001
73,73,180.0,2.6265e-06,5.357194398604764e-06,0.1423,0.001987,0.024195,0.0084725
74,74,180.0,2.1905e-06,4.445928099190121e-06,0.1341,0.004331,0.027995,0.008761
75,75,180.0,1.826e-06,3.683461199583032e-06,0.1254,0.007785,0.032045,0.008602
76,76,180.0,1.523e-06,3.0501216622564352e-06,0.1163,0.012265,0.036235,0.00804
77,77,180.0,1.2700000000000001e-06,2.5232177237858503e-06,0.1071,0.017565,0.04043,0.007182
78,78,180.0,1.059e-06,2.0863669994386977e-06,0.09792000000000001,0.023385,0.044485,0.006165
79,79,180.0,8.8345e-07,1.7258173199155373e-06,0.08899,0.02944,0.048275,0.0051225
80,80,180.0,7.369e-07,1.4277562079491086e-06,0.08052000000000001,0.035500000000000004,0.051695,0.0041565000000000005
81,81,180.0,6.147e-07,1.1817753317296128e-06,0.07261000000000001,0.041429999999999995,0.054705000000000004,0.0033235
82,82,180.0,5.128e-07,9.787645956218427e-07,0.065345,0.047205,0.05728,0.0026414999999999998
83,83,180.0,4.2784999999999996e-07,8.111669137465586e-07,0.05874,0.052860000000000004,0.05945,0.0021005
84,84,180.0,3.5695000000000003e-07,6.725458736936361e-07,0.052785,0.058475,0.061245,0.00168
85,85,180.0,2.9785e-07,5.579306965894209e-07,0.047435000000000005,0.064135,0.06271,0.0013555
86,86,180.0,2.4855e-07,4.6302268089968733e-07,0.04265,0.069935,0.06391,0.001107
87,87,180.0,2.0745000000000002e-07,3.8441891732018283e-07,0.03837,0.075975,0.06489,0.00091595
88,88,180.0,1.7314999999999999e-07,3.1921410657792743e-07,0.03454,0.08232,0.06568,0.00076845
89,89,180.0,1.4455e-07,2.651434753935798e-07,0.031120000000000002,0.089055,0.06633,0.0006541
90,90,180.0,1.2065e-07,2.2019099370272367e-07,0.028055,0.09624,0.066865,0.00056495
91,91,180.0,1.00755e-07,1.8294818909309602e-07,0.02531,0.10394999999999999,0.06731000000000001,0.0004951
92,92,180.0,8.413e-08,1.5196943855237486e-07,0.022844999999999997,0.11225,0.067685,0.00044015
93,93,180.0,7.026e-08,1.262384235297891e-07,0.020635,0.1212,0.06800500000000001,0.0003969
94,94,180.0,5.8679999999999993e-08,1.048517195669954e-07,0.01865,0.1308,0.068275,0.00036265
95,95,180.0,4.9015e-08,8.707680019886136e-08,0.016864999999999998,0.1412,0.06851499999999999,0.0003357
96,96,180.0,4.095e-08,7.230544334856867e-08,0.01525,0.15250000000000002,0.06873,0.0003145
97,97,180.0,3.4215e-08,6.002602853339747e-08,0.013805,0.16465000000000002,0.068915,0.00029785
98,98,180.0,2.859e-08,4.981551311041616e-08,0.0125,0.1778,0.06909,0.000285
99,99,180.0,2.3889999999999998e-08,4.132352013150509e-08,0.01132,0.192,0.06925,0.00027515000000000005
