,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.5,0.0,1.5e-05,1e-06
1,1,282.05,0.89415,1.3727037313710608,0.5,3.2605e-13,9.584e-05,1.47109e-07
2,2,274.1,0.7929,1.252569587884415,0.5,5.1719e-14,9.58e-05,2.4150750000000002e-11
3,3,266.2,0.7006,1.1396055678627488,0.5,3.566e-15,9.5815e-05,1.5280000000000002e-13
4,4,258.3,0.61675,1.0338968986449104,0.5,1.1335e-14,9.585e-05,3.673e-13
5,5,250.35000000000002,0.5407500000000001,0.9352794949237181,0.5,3.814e-14,9.589e-05,7.23e-13
6,6,242.4,0.4722,0.8435014778849405,0.5,1.0662500000000001e-13,9.593000000000001e-05,1.1120000000000001e-12
7,7,234.5,0.41045,0.7578964861599236,0.5,2.685e-13,9.598e-05,1.1895000000000001e-12
8,8,226.6,0.3551,0.6785521757349997,0.5,5.975e-13,9.603500000000001e-05,1.2575e-12
9,9,218.64999999999998,0.3056,0.6051964179130057,0.5,1.16665e-12,9.609500000000001e-05,1.7735e-12
10,10,210.7,0.2616,0.5376079528725388,0.5,2.0729999999999997e-12,9.6155e-05,3.654e-12
11,11,202.8,0.22260000000000002,0.4752801647787351,0.5,3.5250000000000004e-12,9.622999999999999e-05,9.742e-12
12,12,194.9,0.18825,0.41823042800644034,0.5,6.0230000000000005e-12,9.631e-05,3.386e-11
13,13,186.95,0.15805,0.36606778492420794,0.5,1.0734e-11,9.6395e-05,1.2978e-10
14,14,180.5,0.13175,0.31605735288803016,0.5,1.883e-11,9.6495e-05,3.8645e-10
15,15,180.0,0.1095,0.2634111139681029,0.5,3.007e-11,9.661500000000001e-05,7.9765e-10
16,16,180.0,0.09099,0.21888381072104865,0.5,4.5675e-11,9.675999999999999e-05,1.4605e-09
17,17,180.0,0.075615,0.18189800377667592,0.5,6.7395e-11,9.6925e-05,2.554e-09
18,18,180.0,0.062845,0.15117873524324982,0.5,9.769499999999999e-11,9.7125e-05,4.344000000000001e-09
19,19,180.0,0.052225,0.12563146580074544,0.5,1.4065e-10,9.7375e-05,7.2340000000000005e-09
20,20,180.0,0.043410000000000004,0.10442627003407147,0.5,2.0255e-10,9.766e-05,1.182e-08
21,21,180.0,0.036085,0.0868053899608626,0.5,2.9155e-10,9.8005e-05,1.9025e-08
22,22,180.0,0.029995,0.07215540248060848,0.5,4.1425e-10,9.8425e-05,3.058e-08
23,23,180.0,0.024935,0.05998316360298897,0.5,5.6135e-10,9.8925e-05,5.028e-08
24,24,180.0,0.02073,0.04986769689147503,0.5,6.919e-10,9.954000000000001e-05,8.696999999999999e-08
25,25,180.0,0.017235,0.04146019349729983,0.5,7.684e-10,0.0001003,1.5935e-07
26,26,180.0,0.014329999999999999,0.03447198415897088,0.5,8.168e-10,0.0001013,2.9979999999999997e-07
27,27,180.0,0.011915,0.028662511086535534,0.5,8.8305e-10,0.00010265,5.535e-07
28,28,180.0,0.009906,0.02382970553882248,0.5,9.927e-10,0.0001044,9.762e-07
29,29,180.0,0.0082395,0.019820372503191165,0.49995,1.162e-09,0.00010674999999999999,1.632e-06
30,30,180.0,0.0068525,0.016483548856957037,0.4999,1.411e-09,0.00010985,2.597e-06
31,31,180.0,0.005699,0.013708844745332651,0.4999,1.7675e-09,0.0001138,3.9585e-06
32,32,180.0,0.004739999999999999,0.01140200589184144,0.4999,2.271e-09,0.00011889999999999999,5.8195e-06
33,33,180.0,0.0039425,0.009483651328480372,0.4999,2.9775e-09,0.0001254,8.299e-06
34,34,180.0,0.00328,0.007890035755098484,0.4999,3.9685e-09,0.00013345,1.154e-05
35,35,180.0,0.0027285,0.006563135857364552,0.4998,5.3585e-09,0.00014360000000000002,1.5715e-05
36,36,180.0,0.00227,0.005460285350714755,0.4998,7.3085000000000006e-09,0.00015615,2.1015e-05
37,37,180.0,0.0018885,0.00454254661014279,0.49975,1.0045499999999999e-08,0.0001716,2.768e-05
38,38,180.0,0.0015715,0.003779987381237202,0.4997,1.388e-08,0.00019055,3.6005e-05
39,39,180.0,0.0013075,0.003144937289009773,0.49965,1.9255e-08,0.00021375000000000002,4.6315e-05
40,40,180.0,0.001088,0.002616885843201026,0.49955,2.675e-08,0.00024195,5.8995e-05
41,41,180.0,0.00090545,0.002177745108522201,0.49945,3.718e-08,0.00027614999999999996,7.453e-05
42,42,180.0,0.00075355,0.0018123524008870047,0.49935,5.1615e-08,0.00031755,9.345499999999999e-05
43,43,180.0,0.0006271499999999999,0.0015082797389894063,0.4992,7.153999999999999e-08,0.00036744999999999996,0.00011640000000000001
44,44,180.0,0.000522,0.00125534397783541,0.49905,9.893e-08,0.00042745,0.0001442
45,45,180.0,0.0004345,0.001044855607909617,0.49885,1.365e-07,0.00049945,0.00017755
46,46,180.0,0.00036165,0.0008696052872601475,0.4986,1.878e-07,0.0005857,0.00021765
47,47,180.0,0.0003011,0.0007239441651829391,0.49829999999999997,2.579e-07,0.0006886500000000001,0.0002657
48,48,180.0,0.00025065,0.0006025958927053343,0.498,3.5334999999999997e-07,0.0008113,0.0003229
49,49,180.0,0.00020865,0.0005015634667547811,0.4976,4.8325e-07,0.0009570500000000001,0.00039105
50,50,180.0,0.00017375,0.000417606187048703,0.4971,6.5975e-07,0.00113,0.00047185
51,51,180.0,0.0001447,0.00034772929985839947,0.49655,8.997e-07,0.0013345,0.0005674499999999999
52,52,180.0,0.0001205,0.000289506566696536,0.4958,1.2255e-06,0.0015765,0.0006802500000000001
53,53,180.0,0.000100325,0.00024097787168156457,0.495,1.6694999999999999e-06,0.001861,0.0008129999999999999
54,54,180.0,8.355999999999999e-05,0.00020065174101952259,0.49405,2.2745e-06,0.002195,0.00096885
55,55,180.0,6.9595e-05,0.00016705550645971053,0.49285,3.1009999999999996e-06,0.0025865000000000003,0.001151
56,56,180.0,5.7965e-05,0.00013908153219022997,0.4915,4.2315e-06,0.0030445,0.0013635000000000001
57,57,180.0,4.8285e-05,0.00011579555132843999,0.48985,5.7765e-06,0.0035785,0.0016105
58,58,180.0,4.0225e-05,9.64091781139243e-05,0.48795,7.885e-06,0.0041985,0.001897
59,59,180.0,3.351e-05,8.025804634445916e-05,0.4857,1.07575e-05,0.0049180000000000005,0.002228
60,60,180.0,2.7915e-05,6.679982738040252e-05,0.483,1.4659999999999999e-05,0.005749,0.002609
61,61,180.0,2.326e-05,5.560381739448855e-05,0.47985,1.99e-05,0.0067065,0.0030455
62,62,180.0,1.938e-05,4.6273511858311286e-05,0.4762,2.6675e-05,0.007806,0.003545
63,63,180.0,1.6145000000000002e-05,3.8495446962239074e-05,0.47195,3.4805e-05,0.009063499999999999,0.0041125
64,64,180.0,1.3455e-05,3.202802020417369e-05,0.46695,4.3425e-05,0.0105,0.004756
65,65,180.0,1.121e-05,2.663193525058135e-05,0.46115,5.09e-05,0.012125,0.005483999999999999
66,66,180.0,9.345e-06,2.2151099030109852e-05,0.4545,5.5389999999999997e-05,0.013965,0.0063035
67,67,180.0,7.7885e-06,1.841330949153837e-05,0.44684999999999997,5.6165e-05,0.016055,0.007228
68,68,180.0,6.4915000000000004e-06,1.530077078077607e-05,0.43810000000000004,5.5985e-05,0.018425,0.0082735
69,69,180.0,5.4109999999999995e-06,1.2709552605798787e-05,0.42805000000000004,6.7725e-05,0.021150000000000002,0.009463
70,70,180.0,4.511e-06,1.055322846310106e-05,0.41665,0.000147,0.02431,0.0108
71,71,180.0,3.76e-06,8.7550019640232e-06,0.4038,0.0004734,0.027935,0.01221
72,72,180.0,3.135e-06,7.258109046989017e-06,0.38944999999999996,0.0013445,0.031985,0.013505
73,73,180.0,2.614e-06,6.0103187835779025e-06,0.3738,0.0030475,0.036435,0.01453
74,74,180.0,2.179e-06,4.9685009012909945e-06,0.3567,0.0057940000000000005,0.04127,0.015175000000000001
75,75,180.0,1.8175e-06,4.103960956084783e-06,0.3385,0.00971,0.04648,0.015385
76,76,180.0,1.5155000000000001e-06,3.3837579116884514e-06,0.31920000000000004,0.014849999999999999,0.052045,0.01515
77,77,180.0,1.2634999999999998e-06,2.7857417542030837e-06,0.29905000000000004,0.02119,0.057915,0.014515
78,78,180.0,1.054e-06,2.2919365648304066e-06,0.2783,0.028645,0.06401499999999999,0.01353
79,79,180.0,8.7915e-07,1.8837668043861762e-06,0.25734999999999997,0.037075,0.07022,0.012295
