,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.75,0.0,1.5e-05,1e-06
1,1,282.05,0.8905000000000001,1.5190002713594049,0.75,3.1235e-13,9.4955e-05,1.7428e-07
2,2,274.1,0.78965,1.3860393984101154,0.75,7.8121e-14,9.4915e-05,6.03505e-11
3,3,266.2,0.6978,1.2611678327380773,0.75,4.067e-15,9.4935e-05,2.3475e-13
4,4,258.3,0.61425,1.1441177678561014,0.75,1.35105e-14,9.4965e-05,5.845e-13
5,5,250.35000000000002,0.5386,1.035067624114807,0.75,4.8529999999999996e-14,9.5e-05,1.2005e-12
6,6,242.4,0.4703,0.9334527390688275,0.75,1.3585e-13,9.504000000000001e-05,1.818e-12
7,7,234.5,0.40875,0.8386193709289358,0.75,3.271e-13,9.509e-05,1.8765e-12
8,8,226.6,0.35365,0.7508682278818787,0.75,6.8515e-13,9.514e-05,1.858e-12
9,9,218.64999999999998,0.30435,0.6696899716109231,0.75,1.2665e-12,9.5195e-05,2.2649999999999997e-12
10,10,210.7,0.26049999999999995,0.5948304099697742,0.75,2.1535e-12,9.525500000000001e-05,3.8905e-12
11,11,202.8,0.2217,0.5259539409568639,0.75,3.5309999999999998e-12,9.5325e-05,8.9305e-12
12,12,194.9,0.18745,0.4627256528216738,0.75,5.846e-12,9.54e-05,2.941e-11
13,13,186.95,0.15739999999999998,0.40506920697120397,0.75,1.01995e-11,9.5485e-05,1.1206499999999999e-10
14,14,180.5,0.13125,0.3498421046909228,0.75,1.8045e-11,9.5585e-05,3.431e-10
15,15,180.0,0.10905,0.2914762250139023,0.75,2.965e-11,9.5695e-05,7.499e-10
16,16,180.0,0.09062,0.24221527304288124,0.75,4.6340000000000005e-11,9.583000000000001e-05,1.4455e-09
17,17,180.0,0.07531,0.2012936683905358,0.75,6.963e-11,9.5995e-05,2.598e-09
18,18,180.0,0.062585,0.1672814268323868,0.75,1.0128e-10,9.6185e-05,4.448e-09
19,19,180.0,0.052015000000000006,0.139029215267146,0.75,1.4335e-10,9.6415e-05,7.453e-09
20,20,180.0,0.043234999999999996,0.11556143702581648,0.75,1.9665e-10,9.6695e-05,1.2635e-08
21,21,180.0,0.03594,0.09606286755978136,0.75,2.5539999999999997e-10,9.703000000000001e-05,2.236e-08
22,22,180.0,0.02987,0.07983856147535291,0.75,2.9925e-10,9.7445e-05,4.216e-08
23,23,180.0,0.024835,0.06638067427839965,0.75,3.1225000000000003e-10,9.797e-05,8.406e-08
24,24,180.0,0.020645,0.05518136157642788,0.75,3.1595000000000003e-10,9.865500000000001e-05,1.7005000000000002e-07
25,25,180.0,0.017165,0.045879786607535576,0.75,3.352e-10,9.9575e-05,3.3245e-07
26,26,180.0,0.014270000000000001,0.03814184104485106,0.75,3.782e-10,0.00010085,6.1245e-07
27,27,180.0,0.011865,0.031712968111196234,0.74995,4.5049999999999994e-10,0.00010245,1.05995e-06
28,28,180.0,0.0098665,0.026370831082892718,0.7499,5.606e-10,0.00010465,1.735e-06
29,29,180.0,0.008206,0.021932722660941456,0.7499,7.2125e-10,0.0001076,2.707e-06
30,30,180.0,0.006824500000000001,0.018240315333809196,0.7499,9.5175e-10,0.00011135,4.0585e-06
31,31,180.0,0.005676,0.015170661761872121,0.7499,1.28e-09,0.00011615,5.886e-06
32,32,180.0,0.0047209999999999995,0.012618187587104613,0.7499,1.7454999999999998e-09,0.0001223,8.3045e-06
