,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.55,0.0,1.5e-05,1e-06
1,1,282.05,0.8934500000000001,1.4021097348057034,0.55,3.2565e-13,9.575999999999999e-05,1.509375e-07
2,2,274.1,0.79225,1.279354823394951,0.55,5.4403e-14,9.572e-05,2.66498e-11
3,3,266.2,0.7000500000000001,1.1640156176606395,0.55,3.632e-15,9.5735e-05,1.681e-13
4,4,258.3,0.61625,1.0560155775106952,0.55,1.1733499999999999e-14,9.577e-05,4.0949999999999997e-13
5,5,250.35000000000002,0.54035,0.9553562707669367,0.55,4.0080000000000004e-14,9.580999999999999e-05,8.1455e-13
6,6,242.4,0.4718,0.8615155477548616,0.55,1.1199000000000001e-13,9.585e-05,1.249e-12
7,7,234.5,0.4101,0.7740779931410692,0.55,2.7875e-13,9.5895e-05,1.3255e-12
8,8,226.6,0.3548,0.6930451109068914,0.55,6.1075e-13,9.595e-05,1.3775e-12
9,9,218.64999999999998,0.30535,0.6181391365363841,0.55,1.1752499999999999e-12,9.6005e-05,1.872e-12
10,10,210.7,0.26134999999999997,0.5490296101111831,0.55,2.064e-12,9.607499999999999e-05,3.6965e-12
11,11,202.8,0.22244999999999998,0.48551455946189476,0.55,3.477e-12,9.614e-05,9.5415e-12
12,12,194.9,0.18805,0.42707022828728575,0.55,5.896e-12,9.622e-05,3.2785e-11
13,13,186.95,0.15795,0.3739658624075115,0.55,1.04705e-11,9.631e-05,1.2556e-10
14,14,180.5,0.13165,0.3228356269575967,0.55,1.8445e-11,9.641000000000001e-05,3.7685e-10
15,15,180.0,0.1094,0.26901879044172045,0.55,2.9685e-11,9.653e-05,7.876500000000001e-10
16,16,180.0,0.090915,0.2235634675231647,0.55,4.539e-11,9.667000000000001e-05,1.4529999999999998e-09
17,17,180.0,0.075555,0.18579263932875245,0.55,6.715e-11,9.6835e-05,2.5410000000000002e-09
18,18,180.0,0.06279,0.15440301556655214,0.55,9.726999999999999e-11,9.7035e-05,4.295e-09
19,19,180.0,0.052185,0.12832491458728662,0.55,1.394e-10,9.727499999999999e-05,7.1075e-09
20,20,180.0,0.043375,0.1066607874275685,0.55,1.9910000000000002e-10,9.7565e-05,1.161e-08
21,21,180.0,0.036055,0.088660627434178,0.55,2.8275e-10,9.790499999999999e-05,1.8894999999999998e-08
22,22,180.0,0.029970000000000004,0.07369737990229283,0.55,3.924e-10,9.832499999999999e-05,3.113e-08
23,23,180.0,0.02491,0.06125464693061968,0.55,5.108499999999999e-10,9.8825e-05,5.319e-08
24,24,180.0,0.020714999999999997,0.05093898267851054,0.55,5.9875e-10,9.944500000000001e-05,9.614e-08
25,25,180.0,0.01722,0.04234464625637369,0.55,6.4555e-10,0.00010025,1.8200000000000002e-07
26,26,180.0,0.01432,0.035213439075701736,0.55,6.882e-10,0.0001013,3.4605e-07
27,27,180.0,0.011904999999999999,0.029274867151561287,0.55,7.5805e-10,0.0001027,6.3525e-07
28,28,180.0,0.009902,0.024349420676004787,0.55,8.711e-10,0.00010455,1.10585e-06
29,29,180.0,0.008233,0.020244414225841036,0.5499,1.0417e-09,0.000107,1.8245e-06
30,30,180.0,0.006847,0.016836345200462118,0.5499,1.2885e-09,0.0001102,2.8684999999999997e-06
31,31,180.0,0.0056945,0.014002437472424452,0.5499,1.6395e-09,0.00011435,4.3275000000000005e-06
32,32,180.0,0.004736000000000001,0.011645562918833835,0.5499,2.1345e-09,0.00011970000000000001,6.3075e-06
33,33,180.0,0.0039395,0.009687035429319637,0.5499,2.8295e-09,0.00012639999999999998,8.9315e-06
34,34,180.0,0.003277,0.00805782947079978,0.54985,3.8059999999999995e-09,0.00013485,1.2345e-05
