,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.25,0.0,1.5e-05,1e-06
1,1,282.05,0.8977999999999999,1.225162912054541,0.25,7.448e-14,1.5945000000000001e-06,8.8945e-07
2,2,274.1,0.79615,1.117959697425361,0.25,1.1007e-13,1.5875e-06,7.493e-07
3,3,266.2,0.70345,1.017104113656833,0.25,1.7689999999999998e-13,1.5755e-06,6.213000000000001e-07
4,4,258.3,0.61925,0.9227451859932303,0.25,3.0249999999999997e-13,1.5595e-06,5.0865e-07
5,5,250.35000000000002,0.543,0.834819089683381,0.25,5.258e-13,1.5410000000000002e-06,4.132e-07
6,6,242.4,0.47409999999999997,0.7527962446656122,0.25,8.723e-13,1.5224999999999998e-06,3.361e-07
7,7,234.5,0.4121,0.676394154976107,0.25,1.3179999999999998e-12,1.5055e-06,2.7719999999999997e-07
8,8,226.6,0.3565,0.6055356115763123,0.25,1.82e-12,1.494e-06,2.3555000000000001e-07
9,9,218.64999999999998,0.30684999999999996,0.540152878882743,0.25,2.3805000000000002e-12,1.491e-06,2.096e-07
10,10,210.7,0.26270000000000004,0.4798832385007003,0.25,3.0615000000000002e-12,1.4979999999999999e-06,1.9735e-07
11,11,202.8,0.22349999999999998,0.42417944591323026,0.25,3.942e-12,1.517e-06,1.9690000000000002e-07
12,12,194.9,0.189,0.3732415746042513,0.25,5.096e-12,1.549e-06,2.066e-07
13,13,186.95,0.1587,0.32673188125415914,0.25,6.583e-12,1.5955e-06,2.255e-07
14,14,180.5,0.1323,0.2821127445486691,0.25,8.5225e-12,1.6575e-06,2.5309999999999996e-07
15,15,180.0,0.10994999999999999,0.23510551285814765,0.25,1.1315e-11,1.7375e-06,2.902e-07
16,16,180.0,0.09136,0.19535462201963902,0.25,1.5545e-11,1.8395e-06,3.3845e-07
17,17,180.0,0.07592,0.16233935865716745,0.25,2.2635e-11,1.9675000000000002e-06,3.9935e-07
18,18,180.0,0.063095,0.13491573507961216,0.25,3.537e-11,2.1244999999999997e-06,4.748e-07
19,19,180.0,0.05244,0.11213221021819031,0.25,5.8865e-11,2.317e-06,5.6755e-07
20,20,180.0,0.043585,0.09319761506589345,0.25,1.0155499999999999e-10,2.55e-06,6.8045e-07
21,21,180.0,0.03623,0.07747046131695096,0.25,1.7565e-10,2.8309999999999997e-06,8.175e-07
22,22,180.0,0.03012,0.06440548390162201,0.25,2.9745e-10,3.1705e-06,9.8335e-07
23,23,180.0,0.025035,0.05353225801046259,0.25,4.886e-10,3.5784999999999997e-06,1.183e-06
24,24,180.0,0.020810000000000002,0.04449796512860091,0.25,7.792e-10,4.0689999999999995e-06,1.4235e-06
25,25,180.0,0.017305,0.03700324408223797,0.25,1.2105e-09,4.6565e-06,1.713e-06
26,26,180.0,0.014384999999999998,0.030759425046858486,0.25,1.841e-09,5.359e-06,2.0595e-06
27,27,180.0,0.01196,0.025574061599326906,0.25,2.748e-09,6.1989999999999994e-06,2.4744999999999998e-06
28,28,180.0,0.00995,0.021276090206980503,0.25,4.041e-09,7.1994999999999994e-06,2.97e-06
29,29,180.0,0.008272999999999999,0.01769017064556054,0.25,5.871e-09,8.391e-06,3.5595e-06
30,30,180.0,0.006880000000000001,0.014711526568600286,0.25,8.446499999999999e-09,9.805e-06,4.261e-06
31,31,180.0,0.0057225,0.012236450673487812,0.25,1.206e-08,1.1479999999999999e-05,5.092e-06
32,32,180.0,0.004758999999999999,0.010176203732453237,0.25,1.71e-08,1.346e-05,6.0745e-06
33,33,180.0,0.003959,0.00846556780494908,0.25,2.413e-08,1.5795e-05,7.2340000000000005e-06
34,34,180.0,0.0032935,0.007042532333247389,0.25,3.3895e-08,1.8545e-05,8.598499999999999e-06
35,35,180.0,0.0027394999999999997,0.005857916531903399,0.25,4.7394999999999995e-08,2.177e-05,1.01985e-05
36,36,180.0,0.0022789999999999998,0.004873231149779695,0.25,6.5925e-08,2.555e-05,1.2074999999999999e-05
37,37,180.0,0.0018960000000000001,0.004054263472401829,0.25,9.107999999999999e-08,2.9975e-05,1.427e-05
38,38,180.0,0.0015775,0.0033732156750774125,0.25,1.2455e-07,3.514e-05,1.683e-05
39,39,180.0,0.001313,0.0028075654907542425,0.24995,1.6785e-07,4.1155e-05,1.9805e-05
40,40,180.0,0.0010925,0.0023360237492791943,0.2499,2.217e-07,4.8155e-05,2.327e-05
41,41,180.0,0.0009091,0.0019438788902678534,0.2499,2.8559999999999996e-07,5.6290000000000005e-05,2.7295000000000002e-05
42,42,180.0,0.0007566000000000001,0.0016178039868178335,0.2499,3.578e-07,6.574e-05,3.197e-05
43,43,180.0,0.0006297,0.001346466656769096,0.2499,4.358e-07,7.67e-05,3.74e-05
44,44,180.0,0.0005241,0.0011206726936323632,0.2499,5.188e-07,8.942e-05,4.3694999999999994e-05
45,45,180.0,0.00043625,0.000932831567098051,0.2499,6.1155e-07,0.00010415,5.1015e-05
46,46,180.0,0.00036315,0.0007764898674539632,0.2498,7.3275e-07,0.0001213,5.9499999999999996e-05
47,47,180.0,0.00030235,0.0006464931800745992,0.2498,9.3105e-07,0.00014125,6.9315e-05
48,48,180.0,0.0002517,0.000538197962126333,0.2498,1.3125000000000001e-06,0.00016429999999999998,8.0645e-05
49,49,180.0,0.0002095,0.00044794702976665857,0.2497,2.084e-06,0.00019109999999999998,9.363500000000001e-05
50,50,180.0,0.0001745,0.00037311630869650927,0.2497,3.5925e-06,0.00022225,0.0001084
51,51,180.0,0.00014525,0.0003105631791818352,0.2496,6.356e-06,0.00025825,0.00012495
52,52,180.0,0.00012095000000000001,0.00025860447748121646,0.24955,1.10665e-05,0.00029975,0.00014330000000000001
53,53,180.0,0.00010072,0.0002153488470039826,0.2495,1.86e-05,0.00034774999999999997,0.00016345
54,54,180.0,8.39e-05,0.00017938027591559086,0.2494,3.001e-05,0.00040300000000000004,0.00018525
55,55,180.0,6.9875e-05,0.00014938959130933766,0.2493,4.6575e-05,0.00046665,0.00020875
56,56,180.0,5.82e-05,0.00012442164410231737,0.24914999999999998,6.979999999999999e-05,0.00053995,0.00023359999999999999
57,57,180.0,4.848e-05,0.00010363824847919173,0.24905,0.00010147,0.0006244,0.0002598
58,58,180.0,4.0385e-05,8.632550116436799e-05,0.24885000000000002,0.00014365,0.0007215500000000001,0.00028715
59,59,180.0,3.3645e-05,7.191167263290834e-05,0.24864999999999998,0.0001987,0.0008335,0.00031535
60,60,180.0,2.803e-05,5.990450483548499e-05,0.24845,0.0002695,0.00096245,0.00034415
61,61,180.0,2.3355e-05,4.990683306170314e-05,0.24819999999999998,0.00035904999999999997,0.001111,0.0003733
62,62,180.0,1.9455e-05,4.156622292759201e-05,0.2479,0.000471,0.001282,0.00040235
63,63,180.0,1.621e-05,3.462544235813754e-05,0.2475,0.00060945,0.0014785,0.0004311
64,64,180.0,1.3510000000000001e-05,2.8851291459519417e-05,0.2471,0.00077885,0.001705,0.0004591
65,65,180.0,1.126e-05,2.403846846924866e-05,0.24655,0.0009846,0.0019655,0.00048590000000000005
66,66,180.0,9.383e-06,2.0024469387940022e-05,0.246,0.0012325,0.0022649999999999997,0.0005111499999999999
67,67,180.0,7.82e-06,1.668150933258493e-05,0.24530000000000002,0.0015295,0.0026095,0.00053435
68,68,180.0,6.5185e-06,1.389803612730869e-05,0.2445,0.001883,0.003005,0.0005552
69,69,180.0,5.433e-06,1.1576523217945634e-05,0.24355,0.0023005,0.00346,0.0005732000000000001
70,70,180.0,4.529e-06,9.643567511693798e-06,0.2425,0.0027935,0.0039825,0.000588
71,71,180.0,3.7754999999999997e-06,8.032038439980754e-06,0.24114999999999998,0.003371,0.0045815,0.00059925
72,72,180.0,3.148e-06,6.690555307406517e-06,0.23970000000000002,0.0040455,0.005268500000000001,0.00060665
73,73,180.0,2.6245e-06,5.5713977945767515e-06,0.23795,0.0048305,0.006054,0.00060985
74,74,180.0,2.1885e-06,4.639324011707161e-06,0.23585,0.00574,0.0069525,0.0006087499999999999
75,75,180.0,1.8245e-06,3.861650344332185e-06,0.23354999999999998,0.006788499999999999,0.007975,0.000603
76,76,180.0,1.522e-06,3.215417929863951e-06,0.2308,0.007990500000000001,0.009132,0.00059275
77,77,180.0,1.2685e-06,2.674164475155695e-06,0.22765000000000002,0.009357,0.010435,0.0005778000000000001
78,78,180.0,1.058e-06,2.224982229171679e-06,0.22405,0.010894999999999998,0.01188,0.0005585
79,79,180.0,8.827e-07,1.8512954183251813e-06,0.22005,0.012605000000000002,0.013465000000000001,0.00053505
80,80,180.0,7.362499999999999e-07,1.539413441584476e-06,0.2155,0.01448,0.01517,0.0005081
81,81,180.0,6.142e-07,1.2798634031486381e-06,0.21045,0.016515000000000002,0.016985,0.00047825
82,82,180.0,5.124e-07,1.063743523053484e-06,0.20485,0.018675,0.018865,0.00044649999999999996
83,83,180.0,4.2745000000000003e-07,8.838354390131773e-07,0.19885,0.02095,0.020775000000000002,0.0004138
84,84,180.0,3.5665e-07,7.34245277673536e-07,0.1923,0.02331,0.02268,0.00038104999999999997
85,85,180.0,2.9765e-07,6.099830324138668e-07,0.1854,0.025745,0.024535,0.0003491
86,86,180.0,2.4835e-07,5.064742217277417e-07,0.178,0.028235,0.026314999999999998,0.00031875
87,87,180.0,2.0725e-07,4.2052696272685963e-07,0.17035,0.030774999999999997,0.027979999999999998,0.00029055
88,88,180.0,1.73e-07,3.491909721219897e-07,0.1624,0.03337,0.029515,0.00026475
89,89,180.0,1.444e-07,2.898823303557587e-07,0.1542,0.036030000000000006,0.03091,0.00024155
90,90,180.0,1.2055e-07,2.4066317420415364e-07,0.1459,0.038775000000000004,0.03215,0.000221
91,91,180.0,1.0066500000000001e-07,1.998268565407746e-07,0.1375,0.04163,0.03325,0.00020305
92,92,180.0,8.4055e-08,1.6589567321519258e-07,0.1291,0.04462,0.034205,0.0001875
93,93,180.0,7.02e-08,1.3774381573249944e-07,0.12075,0.047784999999999994,0.035035,0.00017424999999999998
94,94,180.0,5.863e-08,1.1437111578114558e-07,0.1126,0.05115,0.035745,0.00016304999999999998
95,95,180.0,4.897e-08,9.496832610643358e-08,0.10464999999999999,0.054755,0.03636,0.0001537
96,96,180.0,4.0915000000000006e-08,7.888380504209767e-08,0.09698000000000001,0.05863,0.036879999999999996,0.00014595
97,97,180.0,3.4185e-08,6.552428537727528e-08,0.08962500000000001,0.06282,0.037325,0.00013965
98,98,180.0,2.8564999999999998e-08,5.443445747226899e-08,0.082635,0.067355,0.03771,0.00013455
99,99,180.0,2.387e-08,4.522453470077246e-08,0.07602500000000001,0.07227,0.03805,0.0001306
