,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.65,0.0,1.5e-05,1e-06
1,1,282.05,0.8919,1.4605337209503597,0.65,7.921e-14,1.579e-06,8.9635e-07
2,2,274.1,0.7908999999999999,1.3327049790414103,0.65,1.1675e-13,1.573e-06,7.628e-07
3,3,266.2,0.69885,1.212543572416259,0.65,1.852e-13,1.5630000000000001e-06,6.3895e-07
4,4,258.3,0.6152,1.1000522562051,0.65,3.1285e-13,1.549e-06,5.2855e-07
5,5,250.35000000000002,0.5394,0.9951412019497909,0.65,5.396e-13,1.533e-06,4.343e-07
6,6,242.4,0.471,0.8974486845125721,0.65,8.915e-13,1.5165e-06,3.5775e-07
7,7,234.5,0.4094,0.806355038190156,0.65,1.343e-12,1.5025e-06,2.9935000000000004e-07
8,8,226.6,0.35415,0.7218527883535824,0.65,1.846e-12,1.494e-06,2.5860000000000005e-07
9,9,218.64999999999998,0.30485,0.6439586875548498,0.65,2.401e-12,1.4944999999999998e-06,2.3405e-07
10,10,210.7,0.26095,0.5720237369098758,0.65,3.064e-12,1.5054999999999998e-06,2.2389999999999999e-07
11,11,202.8,0.22205,0.5057129942431868,0.65,3.914e-12,1.53e-06,2.2625e-07
12,12,194.9,0.18775,0.44492765175841825,0.65,5.022e-12,1.5690000000000001e-06,2.397e-07
13,13,186.95,0.15765,0.3894841645852055,0.65,6.4525e-12,1.624e-06,2.633e-07
14,14,180.5,0.13145,0.3363602725566391,0.65,8.3215e-12,1.6965e-06,2.9655000000000004e-07
15,15,180.0,0.10925,0.2803304460513483,0.65,1.0955e-11,1.79e-06,3.4075e-07
16,16,180.0,0.090765,0.23289880224696136,0.65,1.4615e-11,1.9085e-06,3.9780000000000003e-07
17,17,180.0,0.07542499999999999,0.19353708157373026,0.65,1.99e-11,2.0560000000000003e-06,4.695e-07
18,18,180.0,0.062685,0.1608468393194831,0.65,2.78e-11,2.2385e-06,5.582499999999999e-07
19,19,180.0,0.0521,0.13368622618345577,0.65,4.016e-11,2.461e-06,6.6705e-07
20,20,180.0,0.043300000000000005,0.11110583940241603,0.65,6.0515e-11,2.7305e-06,7.9955e-07
21,21,180.0,0.035995,0.09236155252454673,0.65,9.547000000000001e-11,3.0575e-06,9.601e-07
22,22,180.0,0.029920000000000002,0.0767733879472558,0.65,1.5655e-10,3.452e-06,1.1545e-06
23,23,180.0,0.024870000000000003,0.06381532527071139,0.65,2.628e-10,3.927e-06,1.3895e-06
24,24,180.0,0.020675,0.053051152434706414,0.65,4.439e-10,4.499999999999999e-06,1.6725e-06
25,25,180.0,0.01719,0.04410880625935121,0.65,7.448e-10,5.189000000000001e-06,2.0135e-06
26,26,180.0,0.014294999999999999,0.03668037237213535,0.65,1.2305e-09,6.017e-06,2.424e-06
27,27,180.0,0.011885,0.030496425635414805,0.65,1.9925e-09,7.0105e-06,2.9165e-06
28,28,180.0,0.009884,0.025361953666239754,0.65,3.1545000000000002e-09,8.201e-06,3.5075e-06
29,29,180.0,0.008219,0.021089641850989375,0.65,4.885e-09,9.6235e-06,4.2155e-06
30,30,180.0,0.0068354999999999996,0.01753964573911483,0.65,7.410999999999999e-09,1.1325e-05,5.0609999999999995e-06
31,31,180.0,0.005685,0.01458751659310216,0.65,1.1043499999999999e-08,1.3355e-05,6.069000000000001e-06
32,32,180.0,0.0047285,0.012133182237178798,0.65,1.621e-08,1.5765e-05,7.268e-06
33,33,180.0,0.003933,0.010091966196030923,0.65,2.3495e-08,1.8625e-05,8.689499999999999e-06
34,34,180.0,0.0032715,0.008394587750636524,0.65,3.3695e-08,2.201e-05,1.0373e-05
35,35,180.0,0.002722,0.006984595931940174,0.65,4.7905e-08,2.6005e-05,1.236e-05
36,36,180.0,0.002264,0.005809388634130008,0.65,6.7575e-08,3.0715e-05,1.4695e-05
37,37,180.0,0.0018835,0.0048328412388529305,0.6499,9.4565e-08,3.6245e-05,1.7445e-05
38,38,180.0,0.001567,0.004020749927375244,0.6499,1.31e-07,4.273e-05,2.067e-05
39,39,180.0,0.001304,0.003345931255253736,0.6499,1.791e-07,5.033e-05,2.4435e-05
40,40,180.0,0.001085,0.0027840097038389065,0.6499,2.4049999999999996e-07,5.9205e-05,2.8835e-05
41,41,180.0,0.0009031499999999999,0.0023174092659726544,0.6499,3.1635e-07,6.956e-05,3.3965000000000004e-05
42,42,180.0,0.00075165,0.0019286821820078304,0.6499,4.0790000000000005e-07,8.162e-05,3.995e-05
43,43,180.0,0.0006256,0.0016051889171185417,0.6498,5.1925e-07,9.567000000000001e-05,4.6905e-05
44,44,180.0,0.0005207,0.0013360413468454719,0.6498,6.6335e-07,0.000112,5.4995e-05
45,45,180.0,0.0004334,0.001112050716853917,0.6498,8.722e-07,0.00013099999999999999,6.4375e-05
46,46,180.0,0.0003608,0.0009257378142010532,0.6497,1.214e-06,0.00015309999999999998,7.5235e-05
47,47,180.0,0.00030035,0.0007706435668024884,0.6497,1.8170000000000001e-06,0.0001788,8.7745e-05
48,48,180.0,0.00025005000000000003,0.0006415636111500282,0.6496,2.896e-06,0.0002085,0.000102075
49,49,180.0,0.00020815,0.0005340548533391868,0.64955,4.778e-06,0.00024305,0.00011835
50,50,180.0,0.00017335,0.0004447556079020595,0.64945,7.9205e-06,0.00028295,0.00013675
51,51,180.0,0.0001443,0.0003702137637098068,0.64935,1.2924999999999999e-05,0.00032910000000000003,0.00015725
52,52,180.0,0.0001202,0.00030837546364739527,0.64925,2.056e-05,0.00038239999999999997,0.00018005
53,53,180.0,0.00010010499999999999,0.0002568151154185176,0.64915,3.178e-05,0.0004439,0.00020515
54,54,180.0,8.334999999999999e-05,0.0002138168607469329,0.64895,4.7749999999999995e-05,0.0005147,0.0002325
55,55,180.0,6.942e-05,0.00017807071313695772,0.64875,6.9895e-05,0.00059635,0.0002622
56,56,180.0,5.782e-05,0.00014830548851351132,0.64855,9.994e-05,0.0006903,0.00029405
57,57,180.0,4.8165e-05,0.00012352996749138,0.6483,0.00013989999999999999,0.00079845,0.00032805
58,58,180.0,4.012e-05,0.0001028852934231417,0.648,0.0001921,0.0009228,0.000364
59,59,180.0,3.3425e-05,8.570475232171971e-05,0.6476500000000001,0.00025945,0.0010655,0.00040165000000000003
60,60,180.0,2.785e-05,7.13969624842969e-05,0.6472,0.00034524999999999996,0.00123,0.00044085
61,61,180.0,2.32e-05,5.946492996552001e-05,0.6467499999999999,0.0004533,0.0014195,0.0004811
62,62,180.0,1.933e-05,4.953277754256542e-05,0.64615,0.000588,0.0016365,0.00052225
63,63,180.0,1.6105000000000003e-05,4.125599658534467e-05,0.64545,0.0007545500000000001,0.0018865000000000002,0.0005637
64,64,180.0,1.342e-05,3.436537897655895e-05,0.64465,0.00095875,0.0021739999999999997,0.00060525
65,65,180.0,1.1184999999999999e-05,2.8628879417582116e-05,0.64365,0.0012070000000000002,0.0025044999999999998,0.00064625
66,66,180.0,9.321499999999999e-06,2.384669816200251e-05,0.64255,0.001507,0.002885,0.00068625
67,67,180.0,7.7695e-06,1.986348255935103e-05,0.6412,0.0018670000000000002,0.0033220000000000003,0.0007248
68,68,180.0,6.4755e-06,1.6542793155159974e-05,0.63965,0.0022960000000000003,0.003824,0.00076135
69,69,180.0,5.3975e-06,1.377636790701093e-05,0.6377999999999999,0.002805,0.004399999999999999,0.00079535
70,70,180.0,4.4995e-06,1.1471894315772591e-05,0.6355999999999999,0.003406,0.0050615,0.00082635
71,71,180.0,3.7515e-06,9.552465216462193e-06,0.633,0.0041125,0.005818500000000001,0.0008538
72,72,180.0,3.127e-06,7.950352491861116e-06,0.63,0.004939,0.0066865,0.0008773
73,73,180.0,2.6075e-06,6.617723557653756e-06,0.62645,0.0059035,0.007679,0.0008962499999999999
74,74,180.0,2.174e-06,5.505986245476171e-06,0.6223,0.0070235,0.008812,0.00091035
75,75,180.0,1.8125e-06,4.579279191056584e-06,0.6174999999999999,0.008320999999999999,0.010105,0.00091915
76,76,180.0,1.5114999999999998e-06,3.807786491513644e-06,0.6117999999999999,0.009819,0.011575,0.00092235
77,77,180.0,1.2605e-06,3.1648856902948174e-06,0.6052500000000001,0.011545,0.013245,0.0009196499999999999
78,78,180.0,1.0515e-06,2.629896017801299e-06,0.59765,0.01352,0.015130000000000001,0.00091095
79,79,180.0,8.7695e-07,2.1835063968914546e-06,0.5889,0.015785,0.017265,0.0008961500000000001
80,80,180.0,7.3145e-07,1.8118675944805283e-06,0.5789,0.018355000000000003,0.01965,0.0008753000000000001
81,81,180.0,6.1015e-07,1.5024735898137007e-06,0.56745,0.021255000000000003,0.022295000000000002,0.0008485999999999999
82,82,180.0,5.0905e-07,1.2451631314917278e-06,0.5546,0.024505,0.025204999999999998,0.0008165
