Radius [m]       Fe Area [frac]    Max Temp [k]    
6.7419762697e-05 1.6419243966e-01 2.1370982517e+03 
6.0226080461e-05 1.8342170948e-01 2.3256219512e+03 
3.5666654108e-05 3.1350334817e-01 1.4517880724e+03 
4.1809567532e-05 3.2250504765e-01 2.4228947337e+03 
8.7529030216e-06 3.5898885797e-01 2.4253625957e+03 
1.1483369182e-04 3.3528607585e-01 2.4682734906e+03 
1.6754362269e-05 3.1077179095e-01 1.6469840760e+03 
7.1057036482e-05 2.2074113319e-01 2.3564474787e+03 
1.1916326567e-05 3.7855991487e-01 2.6424916383e+03 
6.5624487633e-05 2.2351517325e-01 2.3966156984e+03 
1.1098909741e-05 3.8170112725e-01 1.2894787975e+03 
2.2790069660e-05 3.5906632952e-01 2.4645381988e+03 
1.5380187958e-05 3.3641164175e-01 2.3675720726e+03 
1.0361707757e-04 1.0000000000e+00 3.0000000000e+02 
2.1026305742e-04 2.6878821827e-01 2.3945514979e+03 
3.5791985808e-05 1.8115105109e-01 2.2848986097e+03 
1.2803330988e-05 1.3919533286e-01 1.9500003161e+03 
3.9472457602e-06 4.0263001677e-01 1.1522880874e+03 
1.4694880419e-04 3.3372127633e-01 2.5771309967e+03 
3.1198653034e-05 1.8044335128e-01 2.0254497182e+03 
2.6630199954e-05 1.8747079560e-01 2.0417475272e+03 
5.4297981918e-05 1.8031027980e-01 2.3122301804e+03 
2.9268504300e-05 3.5940969662e-01 2.4686570562e+03 
1.1670490406e-04 3.4332727667e-01 2.5966926539e+03 
2.4215001601e-05 1.6160814044e-01 1.9851239454e+03 
6.2886983390e-06 3.2601932408e-01 2.3391910814e+03 
1.5846145000e-05 2.0765587097e-01 2.2692636504e+03 
1.0230971016e-05 3.7862539883e-01 2.6084501098e+03 
2.2142698750e-05 2.5072439148e-01 2.3256331819e+03 
4.0751825164e-05 1.9973480598e-01 1.9921719900e+03 
1.8191705548e-05 1.8083493720e-01 1.9725916343e+03 
5.7098381892e-05 1.5570007777e-01 2.1530398423e+03 
1.0419740677e-04 1.5916586229e-01 2.1311278724e+03 
4.0624516437e-05 2.9859011255e-01 2.3985441575e+03 
5.6617748204e-05 3.4201633355e-01 2.4939545894e+03 
1.0833684580e-04 3.4579603656e-01 2.6010926386e+03 
8.7443696428e-06 3.0033880202e-01 1.5482502633e+03 
2.4003865490e-05 3.2400634243e-01 2.3496785252e+03 
2.3218600281e-05 3.5764265832e-01 2.4198499066e+03 
4.9198299372e-05 3.3423122040e-01 2.3857401353e+03 
2.0012149456e-04 1.0000000000e+00 4.3015129756e+02 
1.7164549813e-04 3.2433101186e-01 2.5266918957e+03 
1.5666585695e-04 3.3024927370e-01 2.5592382952e+03 
