Mass [kg]        Velocity [m s-1]    Theta [rad]    CO2 [frac]    
2.3499999999e-07 1.5546515558e+04 1.2685317531e+00 1.7000000000e-01 
1.1336579564e-09 1.3068041248e+04 7.5504734652e-01 1.7000000000e-01 
3.9018132036e-08 1.3426746486e+04 8.4591882282e-01 1.7000000000e-01 
3.7262665537e-08 1.5516848573e+04 7.4416963317e-01 1.7000000000e-01 
2.3499999999e-07 1.1938940864e+04 1.0405315019e+00 1.7000000000e-01 
8.8690389040e-09 1.2586001207e+04 6.6825412531e-01 1.7000000000e-01 
4.1892754816e-10 1.2443390185e+04 9.8120909380e-01 1.7000000000e-01 
3.1092863311e-08 1.7262909866e+04 3.8418406944e-01 1.7000000000e-01 
6.5304285385e-10 1.3308249513e+04 6.6187187966e-01 1.7000000000e-01 
1.3327903514e-09 1.3183321200e+04 1.0028900535e+00 1.7000000000e-01 
4.2333628031e-09 1.1739215221e+04 8.2952531252e-01 1.7000000000e-01 
1.0349547954e-09 1.1265450444e+04 9.4104068775e-01 1.7000000000e-01 
2.2702652343e-09 1.1994887033e+04 4.3979956973e-01 1.7000000000e-01 
2.3499999999e-07 1.3345909321e+04 1.3664099918e+00 1.7000000000e-01 
2.6454246003e-13 1.2379084478e+04 6.8871286732e-01 1.7000000000e-01 
3.7225538116e-08 1.2347240602e+04 9.0684478014e-01 1.7000000000e-01 
2.3499999999e-07 1.6730225227e+04 7.8462581433e-01 1.7000000000e-01 
3.2127743153e-09 1.8847177403e+04 1.1809513075e+00 1.7000000000e-01 
1.0509539635e-12 1.9382955309e+04 5.9883912879e-01 1.7000000000e-01 
2.3500000000e-07 1.2519414715e+04 1.1960611337e+00 1.7000000000e-01 
4.0778449935e-09 1.7795046645e+04 6.5531263482e-01 1.7000000000e-01 
1.5745538218e-09 1.1653080087e+04 4.8308122195e-01 1.7000000000e-01 
2.3499999999e-07 1.1637812322e+04 1.9700606910e-01 1.7000000000e-01 
5.4632870685e-10 1.3285036748e+04 6.0469315932e-01 1.7000000000e-01 
2.3499999999e-07 1.1907396778e+04 9.4019480026e-01 1.7000000000e-01 
6.9297260118e-08 1.2833299419e+04 2.9195310294e-01 1.7000000000e-01 
3.1627488425e-10 1.1220505318e+04 1.9778243174e-01 1.7000000000e-01 
1.8701842030e-07 1.1255525893e+04 4.6071537566e-01 1.7000000000e-01 
2.3500000000e-07 1.2124863255e+04 1.0379707721e+00 1.7000000000e-01 
5.1817694008e-08 1.1548823065e+04 1.2199067234e+00 1.7000000000e-01 
2.3500000000e-07 2.0000000000e+04 7.9871878572e-01 1.7000000000e-01 
2.5258071425e-10 1.2028150400e+04 7.9169536007e-01 1.7000000000e-01 
8.5889483581e-08 1.2117414804e+04 4.2156302854e-01 1.7000000000e-01 
6.2520984733e-11 1.3181203647e+04 6.7797358303e-01 1.7000000000e-01 
2.3499999999e-07 1.4088560868e+04 7.3245138892e-01 1.7000000000e-01 
5.1514197721e-11 1.1221503518e+04 9.2219365741e-01 1.7000000000e-01 
1.0608069654e-08 1.1634025400e+04 1.1088695333e+00 1.7000000000e-01 
7.2990488755e-12 1.2918263374e+04 4.2962482225e-01 1.7000000000e-01 
1.7486335164e-09 1.3952680042e+04 1.2658633365e+00 1.7000000000e-01 
1.0271517202e-08 1.8374331241e+04 9.6474104464e-01 1.7000000000e-01 
1.4488699001e-08 1.5486885186e+04 6.6720576858e-01 1.7000000000e-01 
3.6194042115e-09 1.7770228474e+04 1.0835823706e+00 1.7000000000e-01 
2.3499999999e-07 1.4807316865e+04 1.0128526494e+00 1.7000000000e-01 
2.6823544573e-10 1.4470667262e+04 6.5935690823e-01 1.7000000000e-01 
8.9255163225e-08 1.1637857530e+04 8.6975815337e-01 1.7000000000e-01 
9.7344008387e-10 1.2807118780e+04 5.8029037881e-01 1.7000000000e-01 
1.3771498591e-08 1.2383414238e+04 5.3221461181e-01 1.7000000000e-01 
1.1722697508e-09 1.4456737293e+04 1.0371864441e+00 1.7000000000e-01 
3.0779908393e-10 1.3183759867e+04 1.1096445183e+00 1.7000000000e-01 
5.8510489873e-10 1.4194511607e+04 3.8785147539e-01 1.7000000000e-01 
1.1833050726e-10 1.3469217518e+04 5.7781042164e-01 1.7000000000e-01 
2.3499999999e-07 1.4112583410e+04 9.6057575130e-01 1.7000000000e-01 
2.3499999999e-07 1.2021122697e+04 6.2971208229e-01 1.7000000000e-01 
6.1574225927e-10 2.0000000000e+04 1.2652365110e+00 1.7000000000e-01 
1.4745873919e-07 1.1294129674e+04 6.0446595375e-01 1.7000000000e-01 
1.0639376722e-10 1.2279443403e+04 1.1482127898e+00 1.7000000000e-01 
5.3038467706e-10 2.0000000000e+04 1.0173757128e+00 1.7000000000e-01 
7.1096696232e-09 1.2486196746e+04 4.5415711819e-01 1.7000000000e-01 
7.1817569932e-08 1.8177956148e+04 4.9758532467e-01 1.7000000000e-01 
3.7974143640e-10 1.3256555122e+04 1.4260964699e+00 1.7000000000e-01 
2.0371212260e-10 1.3971436933e+04 1.0171622289e+00 1.7000000000e-01 
3.6365584368e-09 1.3175837322e+04 1.7532360057e-01 1.7000000000e-01 
4.2587710404e-11 1.2301902329e+04 7.6725714144e-01 1.7000000000e-01 
1.6824973805e-12 1.4561275801e+04 3.9310988360e-01 1.7000000000e-01 
2.0030196872e-10 1.5443223867e+04 3.6700811247e-01 1.7000000000e-01 
2.2014281073e-08 1.3352766162e+04 1.1444720853e+00 1.7000000000e-01 
1.9191569040e-09 1.1884587647e+04 4.3771840933e-01 1.7000000000e-01 
3.5206470201e-09 1.3046288354e+04 8.6430630922e-01 1.7000000000e-01 
5.8071744772e-10 1.4097935725e+04 7.5618499819e-01 1.7000000000e-01 
2.3500000000e-07 1.1447791563e+04 5.9938677739e-01 1.7000000000e-01 
2.5391431038e-09 1.1212570092e+04 8.2088792458e-01 1.7000000000e-01 
3.6433308747e-08 1.1648218076e+04 1.2512809958e+00 1.7000000000e-01 
2.3464598839e-08 1.2122038067e+04 1.0907252731e+00 1.7000000000e-01 
